Genre,TrackCount,PrimaryFamily,SecondaryFamilies,PrimaryWeight,PrimaryConfidence,Reasons,PriorityScore
chicago bop,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
death by plane crash,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
domestic abuser,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
early music,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
eclectic prog,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
finland,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
german voice actor,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
hard bass,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
indie extremena,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
minimal wave,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
ontario indie,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
pixie,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
post-minimalism,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
romanian band,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
russian ska,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
sigilkore,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
symphony orchestra,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
technical,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
todo-works,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
trumpet,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
turkish psych,15,,,,,no_family | no_related_styles | no_transition_styles,2.6491
australian reggae fusion,35,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,2.6457
colombian reggaeton,35,caribbean,latin_urban,0.45,fallback,fallback_confidence | low_primary_weight,2.6457
rock urbano,35,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.6457
arab hip-hop,20,middle_eastern,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
canadian country,20,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
german indie folk,20,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
indian edm,20,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
irish folk,20,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
progressive doom,20,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
roots,20,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6444
latin,5482,latin_tropical,latin_urban,0.66,manual,low_primary_weight,2.6173
rap cearense,33,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.6035
rap uliczny,33,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.6035
rock in opposition,33,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.6035
ambient dub,19,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
anti-folk,19,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
hindi,19,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
norteno-sax,19,regional_mexican,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
riddim dubstep,19,bass_music,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
tecnobrega,19,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
thai folk,19,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.6021
#kingkiba,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
2 tone,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
aygun kazimova,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
aygun kazımova,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
azeri singer,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
bandung indie,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
crank wave,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
dainuojamoji poezija,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
death by bleeding ulcer,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
deep talent show,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
diva,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
egyptian,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
folclor andino,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
george gershwin,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
had feet,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
kreisais krasts,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
laid back,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
lies,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
lithuanian contemporary r & b,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
major,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
midnight,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
miles davis,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
musica tradicional cubana,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
native american music,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
new orleans r & b,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
philippines,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
poets,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
portuguese,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
quantum sound,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
renaissance,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
rogaland musikk,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
ska chileno,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
sony music,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
sony music africa,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
stay awake,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
strange,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
the netherlands,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
trumpeter,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
violinist,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
zxc,14,,,,,no_family | no_related_styles | no_transition_styles,2.5874
rap politico,32,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5815
reggae tuga,32,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,2.5815
rock progresivo italiano,32,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.5815
crap,31,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5588
rap baiano,31,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5588
trap baiano,31,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5588
uk post-punk,31,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.5588
underground amapiano,31,african,house,0.45,fallback,fallback_confidence | low_primary_weight,2.5588
bro-country,18,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5575
indie electronic,18,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5575
ostmetal,18,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5575
afro-pop,30,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
indorock,30,rock,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
rap angolano,30,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
rap calme,30,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
rap chretien,30,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
trap catala,30,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5353
2020s hong kong debut,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
acoustic cover,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
adele,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
afrorave,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
aternative dance,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
barnsagor,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
brasil,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
bristol,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
defacing,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
festigal,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
footwork,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
former musician,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
get dumb,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
gold,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
hardwave,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
irlandais,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
irlande,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
kizzy,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
kizzy mchugh,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
krushclub,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
lgbtqia+,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
musica nicaraguense,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
musica tlaxcalteca,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
ndw,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
neue neue deutsche welle,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
perth indie,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
politician,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
quebec,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
roger waters,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
rolling stones,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
seconds,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
senegalese,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
south american,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
space,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
surreal,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
sxsw,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
texan,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
tiktok,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
top 5,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
twelve-tone,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
zolo,13,,,,,no_family | no_related_styles | no_transition_styles,2.5215
dancehall queen,29,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,2.5111
rap catala,29,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5111
trap venezolano,29,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.5111
cedm,17,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
country christian,17,country_folk,gospel_spiritual,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
deep soul,17,rnb_soul,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
eurotrance,17,trance,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
finnish electro,17,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
latin worship,17,gospel_spiritual,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.5105
american idol,28,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.4861
acoustic opm,16,world_asian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
baroque music,16,classical,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
black americana,16,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
christian bluegrass,16,country_folk,gospel_spiritual,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
christian edm,16,electronic,gospel_spiritual,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
ectofolk,16,country_folk,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
electro-industrial,16,electronic,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
forro tradicional,16,brazilian,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
greek swing,16,jazz_blues,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
opera seria,16,classical,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
stoner doom,16,metal,,0.45,fallback,fallback_confidence | low_primary_weight | no_transition_styles,2.4609
cabo zouk kizomba,27,caribbean,,0.45,fallback,fallback_confidence | low_primary_weight,2.4602
pop peruano,27,pop,,0.45,fallback,fallback_confidence | low_primary_weight,2.4602
rap espanol,27,hip_hop,,0.45,fallback,fallback_confidence | low_primary_weight,2.4602
