Genre,TrackCount
"devotional, tamil pop, bhajan, kollywood, tamil dance",1
"bollywood, hindi pop, desi, gujarati garba, gujarati pop",1
"phonk, brazilian phonk, drift phonk",1
"amapiano, afropiano, gqom, bacardi, afrobeats, private school piano",1
"amapiano, bacardi, gqom, private school piano, afropiano",1
"abstract beats, neo r&b, vapor twitch",1
"french indie pop, french indietronica",1
"glam rock, new romantic, new wave, new wave pop, protopunk, pub rock, zolo",1
"classic schlager, europop",1
ectofolk,1
"barnalog, classic icelandic pop",1
"bubble trance, eurodance, german techno, hamburg electronic, rave",1
"flamenco, pop flamenco, rumba, spanish pop",1
orquesta tropical,1
"guaracha, perreo, urbano mexicano",1
"classic czech pop, czech folk, czech pop",1
"eurodance, german pop",1
"cumbia ecuatoriana, ecuadorian pop",1
"covertronica, traprun",1
classic hungarian pop,1
rap sardegna,1
"album rock, beatlesque, bubblegum pop, classic rock, folk rock, mellow gold, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",1
"modern salsa, salsa cubana, salsa peruana, timba",1
"desi pop, punjabi hip hop",1
"norske viser, norwegian rock, norwegian singer-songwriter",1
norwegian singer-songwriter,1
"new york drill, brooklyn drill, drill, sexy drill",1
"alternative r&b, neo soul",1
"french pop, variete francaise, french indie pop, chanson",1
"french r&b, pop urbaine, moroccan pop",1
"rock en espanol, latin rock, argentine rock, mexican rock, latin alternative",1
"gospel, devotional, worship, brazilian gospel",1
"funk consciente, brazilian funk",1
"sertanejo, piseiro, sertanejo universitario, agronejo",1
"dansktop, dansk pop, dansk rap",1
"dansk rap, dansktop",1
"egyptian shaabi, mahraganat, egyptian pop, khaleeji",1
"power metal, metal, heavy metal, symphonic metal, folk metal",1
"finnish pop, iskelma, eurodance, finnish rock, europop",1
"power metal, symphonic metal",1
"moroccan rap, french rap",1
"banda, grupera, duranguense, cumbia nortena, cumbia",1
"breakcore, jungle",1
"opera, classical",1
"italian trap, concerto, canzone napoletana",1
"italo disco, italian singer-songwriter",1
"j-rock, j-pop",1
"northern soul, philly soul, classic soul, soul",1
"soul, classic soul",1
"malay, malay pop, malay rap, malaysian pop, indonesian pop",1
"corrido, corridos tumbados, corridos belicos, sierreno, electro corridos, sad sierreno",1
"dembow belico, corridos tumbados",1
"afro adura, nigerian drill, afro soul, afrobeat, afrobeats",1
"afrobeats, afropiano, alte, afrobeat, amapiano",1
"afrobeat, afrobeats",1
norsk rock,1
"nigerian drill, afro adura, alte, asakaa",1
"afroswing, afrobeats",1
"afrobeats, afrobeat, afro adura, afropop, afropiano, azonto",1
"cumbia, grupera",1
"polka, chamame",1
"opm, harana, pinoy indie, kundiman, parang",1
"opm, harana, p-pop, pinoy alternative",1
"opm, p-pop, pinoy indie, harana, kundiman",1
"pinoy hip hop, pinoy r&b, parang",1
"3 step, private school piano, amapiano, gqom, afro house, afro soul",1
"3 step, amapiano, private school piano, afro soul",1
"bacardi, maloya",1
"private school piano, amapiano, 3 step, afro tech, afro soul, gqom, afropop, afro house",1
"amapiano, afropiano, gqom, bacardi",1
"t-pop, thai pop, thai hip hop, thai trap",1
"taiwanese indie, taiwanese pop, chinese indie, chinese rock, mandopop",1
"thai pop, thai rock, t-pop, luk thung",1
"melodic techno, deep house",1
"arabesk, oyun havası, turkish pop",1
"vietnamese hip hop, v-pop, vietnamese lo-fi, vietnam indie",1
"bass music, drumstep",1
"traditional music, fado",1
"afrobeats, hiplife, afrobeat, afropop, afropiano, afro r&b",1
"asakaa, hiplife, azonto, afrobeats, afrobeat, highlife",1
"moroccan chaabi, moroccan pop, rai, gnawa",1
"emo rap, cloud rap",1
"rumba congolaise, afrobeat, afrobeats",1
"soca, shatta, dancehall, calypso",1
"afro house, 3 step, gqom, tribal house, organic house",1
"afro adura, afrobeats, afrobeat, afropop, afropiano, azonto, afroswing",1
"hiplife, afrobeats, afrobeat, afropop, asakaa, afro adura, highlife, azonto",1
"thai rock, southern thai music, luk thung, thai pop, phleng phuea chiwit, t-pop",1
"thai rock, thai pop, phleng phuea chiwit, t-pop",1
"russian alt pop, russian emo",1
"dutch pop, dutch rock, nederpop",1
neue volksmusik,1
"german pop, german pop rock, german rock",1
"musique guadeloupe, rap antillais, rap francais, trap antillais, zouk riddim",1
"desi emo rap, pakistani hip hop, urdu hip hop",1
"belarusian pop, russian alt pop",1
"brazilian trap, trap funk, funk, trap, funk consciente",1
"metalcore, post-hardcore",1
"thai pop, t-pop, thai rock, thai hip hop",1
"turkish pop, anatolian rock, arabesque",1
"guaracha, rkt, turreo",1
"reggaeton chileno, chilean trap, mambo",1
"punto guajiro, bachata, chilean mambo",1
"horrorcore, dark trap, punk rap",1
"champeta, dembow",1
"khaleeji, arabic rap",1
"cold wave, sovietwave, post-punk",1
"malay, indonesian indie, malay pop, malaysian pop",1
"afrobeats, afrobeat, afropop, azonto, afro adura, afroswing, amapiano",1
"afro adura, afrobeat, afrobeats, afropop",1
"russelater, norwegian pop, epadunk, norwegian rap",1
"grupera, cumbia, cumbia nortena",1
"vallenato, polka",1
"epadunk, russelater, ragga, dansband",1
"turkish pop, t-pop, arabesque",1
"arabesque, turkish pop",1
"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi, vinahouse",1
"neo soul, quiet storm, smooth r&b",1
"bollywood, hindi pop, gujarati garba, desi, gujarati pop",1
"axe, forro, pagode baiano, piseiro, arrocha, seresta",1
"brega funk, funk, funk de bh, brega, brazilian funk",1
"funk consciente, funk, trap funk",1
"reggaeton chileno, chilean mambo, chilean trap, rkt, mambo",1
"german pop, childrens music",1
"hindi pop, bollywood, desi, bangla pop, desi pop",1
"hindi pop, desi pop, bollywood, punjabi pop",1
"j-rock, j-pop, visual kei",1
"rai, khaleeji, moroccan chaabi",1
"corridos tumbados, corrido, corridos belicos, musica mexicana, electro corridos, sad sierreno, banda",1
"afrobeats, afrobeat, afropop, alte, hiplife, afroswing, afro adura, afro soul, azonto",1
"opm, harana, kundiman",1
"manele, minimalism",1
"turkish hip hop, arabesque, turkish pop",1
"turkish pop, arabesque, t-pop",1
"punto guajiro, chilean mambo, bachata, reggaeton chileno",1
"reggaeton, trap latino, latin",1
"nu metal, christian rock, rap metal, rap rock, alternative metal",1
"kollywood, tamil pop, tamil dance, tollywood, tamil hip hop, telugu pop",1
arabesque,1
"egyptian pop, khaleeji, arabic rap",1
"indie dance, mizrahi",1
"gujarati garba, hindi pop, bollywood, gujarati pop, desi pop, desi",1
"sufi, punjabi pop, bhangra",1
"hindi hip hop, desi hip hop",1
"amapiano, afrobeats, afrobeat, afro adura",1
"chicha, cumbia, cumbia nortena",1
"luk thung, southern thai music, t-pop",1
"luk thung, thai pop, t-pop",1
"v-pop, vietnamese lo-fi, vinahouse",1
"vietnamese hip hop, v-pop, vietnam indie, melodic rap",1
"happy hardcore, rave",1
"tamil pop, kollywood, bollywood, sufi, hindi pop, desi, tamil dance",1
"japanese indie, j-pop, shoegaze, anime, j-rock",1
"pinoy r&b, opm, pinoy indie, harana",1
"arabesque, turkish pop, t-pop",1
"turkish pop, arabesque, turkish hip hop",1
"brega funk, brega, funk carioca",1
"funk, funk carioca, brazilian funk",1
"egyptian hip hop, arabic rap, mahraganat, egyptian pop, khaleeji",1
"amapiano, gqom, afrobeats, afro house, afropop",1
"arabic rap, mahraganat, rai, khaleeji",1
"opm, p-pop, harana, bisrock, kundiman",1
"tejano, grupera, norteno",1
hard house,1
"arabic rap, egyptian hip hop",1
"v-pop, vietnamese lo-fi, vietnam indie, vietnamese hip hop, vinahouse",1
"brazilian pop, funk pop, funk carioca, funk, pagode baiano",1
"funk, trap funk, funk consciente, brazilian trap",1
"funk, funk carioca, brazilian funk, trap funk, brega funk",1
"reggaeton chileno, chilean trap, chilean mambo, mambo, urbano latino",1
"guaracha, exotica, rkt, reggaeton chileno",1
"hardstyle, schlagerparty, hands up",1
"reggae, ragga, dub",1
"desi hip hop, hindi hip hop, desi pop, hindi pop, hindi indie, desi",1
"italian trap, mambo, trap",1
"corrido, corridos belicos, norteno, sad sierreno, corridos tumbados, banda",1
"afrobeats, afrobeat, afropop",1
"afrobeats, alte, afrobeat, afropop, afro adura, afroswing",1
"afrobeats, afrobeat, afropop, afro soul, hiplife, afroswing, alte",1
"norwegian pop, norwegian rap, russelater",1
"indian indie, desi, hindi indie, desi pop",1
"desi, sufi, desi pop",1
"southern hip hop, crunk, rap, gangster rap",1
"jersey club, phonk",1
"luk thung, phleng phuea chiwit, southern thai music",1
"chinese r&b, c-pop, mandopop, taiwanese pop",1
"post-punk, sovietwave, cold wave",1
"lo-fi, lo-fi beats",1
chillstep,1
"turkish pop, arabesk, oyun havasi",1
"worship, christian, ccm, gospel",1
"japanese vgm, soundtrack",1
"synthwave, chillwave",1
"house, piano house, tech house",1
"uk drill, grime, drill",1
"sertanejo, sertanejo tradicional",1
"reggae, mpb, roots reggae",1
"tamil pop, kollywood, tollywood, telugu pop",1
"salsa, merengue, salsa romantica, tropical music",1
"opm, p-pop, pinoy r&b, pinoy hip hop, harana",1
"amapiano, gqom, afro soul, afropop",1
"egyptian hip hop, arabic rap, egyptian pop, khaleeji, mahraganat",1
"zouk, kizomba",1
"egyptian hip hop, arabic rap",1
"rai, khaleeji, gnawa",1
"tamil pop, tamil dance, kollywood",1
"afrobeats, afrobeat, highlife, afropop, afro adura, hiplife, azonto",1
"chicha, cumbia, cumbia nortena, huayno",1
"deep house, gqom, afro house",1
"afrobeats, afrobeat, afro adura, afropop, amapiano, afroswing",1
"afrobeats, afrobeat, afropop, afro soul",1
"corridos tumbados, corrido, electro corridos, corridos belicos",1
"afrobeats, afrobeat, afropop, alte, afropiano, afro soul, afroswing",1
"gqom, afro soul, afropop, amapiano",1
"norteno, banda, cumbia nortena, grupera, corrido, ranchera, tejano",1
"bollywood, desi, hindi pop, desi pop",1
"mahraganat, khaleeji, egyptian pop",1
"reggaeton, latin, trap latino, urbano latino",1
"cold wave, sovietwave",1
"arabic rap, rai",1
"afrobeats, afrobeat, afropop, afroswing, afro soul",1
"thai hip hop, thai pop, t-pop, thai trap, k-pop",1
"turkish pop, turkish hip hop, t-pop",1
"chinese r&b, chinese hip hop, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",1
"argentine trap, trap, chilean trap",1
"mahraganat, khaleeji, egyptian shaabi, egyptian pop, egyptian hip hop",1
"argentine rock, latin rock, rock en espanol, latin alternative",1
"salsa, salsa romantica, bolero, son cubano",1
"afro adura, afrobeats, afrobeat, afropop, alte, afro soul",1
"champeta, vallenato",1
"mahraganat, egyptian shaabi, egyptian pop, khaleeji",1
"hindi indie, hindi pop, indian indie, desi pop",1
"punjabi hip hop, punjabi pop, desi hip hop, bhangra",1
"electro corridos, corrido, corridos belicos, corridos tumbados, sad sierreno",1
"funk melody, funk carioca, miami bass, funk, axe, brazilian funk",1
"anatolian rock, arabesk, karadeniz folk",1
nerdcore,1
"afrobeats, afrobeat, alte, afropop, amapiano",1
"brazilian rock, mpb, brazilian pop, brazilian hip hop",1
"turkish pop, t-pop, turkish hip hop",1
"indian indie, hindi indie, desi pop",1
"bollywood, hindi hip hop, desi, hindi pop, punjabi pop, bhangra, punjabi hip hop, desi pop",1
"bachata, bachata pop, latin",1
"g-house, bass house",1
"rkt, dancehall",1
"drill, pop urbaine",1
"afrobeats, afrobeat, afropiano, afropop, afro adura, amapiano",1
industrial metal,1
"reggaeton, champeta",1
"amapiano, afropiano, gqom, afrobeats, afro house",1
"mahraganat, khaleeji, egyptian pop, egyptian hip hop",1
"malay, malay rap, lagu timur",1
"bollywood, sufi, hindi pop, desi",1
"corrido, corridos belicos, corridos tumbados, electro corridos, banda, norteno, musica mexicana, sad sierreno, sierreno",1
"salsa, salsa romantica, merengue, son cubano",1
"pagode baiano, axe, piseiro, pagode, arrocha, brazilian pop, forro",1
"piseiro, forro, sertanejo, arrocha, brega, tecnobrega, agronejo, sertanejo universitario",1
"piseiro, forro, arrocha",1
"arabic rap, moroccan pop",1
"russelater, norwegian pop, norwegian rap, epadunk",1
"moroccan chaabi, rai, khaleeji, gnawa",1
"southern thai music, luk thung, thai rock",1
"chinese r&b, chinese hip hop, mandopop, taiwanese pop, c-pop, taiwanese indie, chinese indie",1
"brooklyn drill, new york drill",1
"malayalam hip hop, desi hip hop",1
"tropical house, chill house, deep house",1
"forro, piseiro, arrocha, sertanejo, seresta, agronejo",1
latin afrobeat,1
"dembow, guaracha",1
"egyptian pop, mahraganat, khaleeji",1
"egyptian hip hop, egyptian pop, mahraganat, arabic rap, khaleeji",1
"mahraganat, egyptian pop, khaleeji, egyptian shaabi",1
"corridos tumbados, corrido, corridos belicos, electro corridos, sad sierreno, banda, musica mexicana",1
"cantopop, v-pop, c-pop",1
"chinese r&b, chinese hip hop, cantopop, mandopop, c-pop, taiwanese pop",1
"funkot, malay, dangdut",1
"bhangra, punjabi pop, haryanvi pop",1
"amapiano, afropiano, afrobeat, afro adura",1
"afrobeats, afrobeat, afropop, afropiano, afro soul, hiplife, afroswing, alte",1
"afro soul, afrobeat, afrobeats",1
"afro adura, fuji, afrobeat",1
"grupera, cumbia, vallenato, cumbia nortena",1
"thai rock, thai pop, t-pop, phleng phuea chiwit, southern thai music",1
"c-pop, gufeng, mandopop, hyperpop",1
"afropop, afro soul, amapiano",1
folklore argentino,1
"rkt, guaracha, turreo",1
"french pop, pop urbaine",1
"cumbia nortena, ranchera",1
"seresta, arrocha, brega, forro, piseiro, sertanejo",1
"devotional, gospel, worship",1
"champeta, latin afrobeat, dancehall, latin afrobeats, afrobeat",1
"corridos tumbados, corrido, sad sierreno, trap latino, corridos belicos, urbano latino",1
"egyptian pop, khaleeji, sholawat, mahraganat",1
"mahraganat, egyptian pop, egyptian shaabi, khaleeji, arabic rap",1
"egyptian hip hop, arabic rap, egyptian pop",1
"finnish rock, finnish pop, thrash metal",1
"lagu timur, maluku, funkot, dangdut, batak",1
"funkot, lagu timur, dangdut, lagu jawa",1
"desi hip hop, hindi hip hop, punjabi hip hop, punjabi pop",1
"punjabi hip hop, punjabi pop, desi hip hop, desi, hindi hip hop, bhangra",1
"malayalam pop, mollywood, tamil dance, kollywood, tamil pop",1
"tamil pop, kollywood, tamil dance, tamil hip hop, tollywood",1
"hyperpop, nightcore, jersey club",1
"zouk, pop urbaine, kizomba, shatta",1
"rai, moroccan pop, moroccan rap, moroccan chaabi",1
"moroccan rap, arabic rap, moroccan pop, rai",1
"moroccan rap, moroccan pop, rai, arabic rap, moroccan chaabi",1
"moroccan rap, arabic rap, moroccan pop",1
"moroccan pop, rai, moroccan rap, moroccan chaabi, gnawa",1
"electro corridos, corrido",1
"afro adura, afrobeats, afrobeat, afropop, afropiano, azonto, afroswing, hiplife",1
"alte, afrobeats, afropiano, afrobeat, amapiano, afro adura, afropop",1
"afrobeats, afrobeat, afropop, afropiano, hiplife, azonto",1
"bongo flava, amapiano, singeli, afrobeats, afropiano, afrobeat, afropop",1
"afro adura, afrobeats, afropiano, afrobeat, afropop",1
"afro soul, afrobeat, afrobeats, alte, afropop, afropiano",1
"amapiano, highlife",1
"afrobeats, afrobeat, afropop, afro soul, alte",1
"highlife, afrobeat",1
"afrobeats, afrobeat, afropop, afropiano, azonto, hiplife, afroswing",1
"afrobeats, afrobeat, afropop, afropiano, afro soul, hiplife, afroswing",1
"afrobeats, afrobeat, afro soul, afro adura, alte, afropop, afropiano",1
"russelater, norwegian pop, norwegian hip hop, epadunk",1
"latin afrobeat, latin afrobeats",1
"indian indie, hindi indie, desi, desi hip hop, desi pop, hindi hip hop",1
"moroccan pop, khaleeji, rai, mahraganat, egyptian pop",1
"mandopop, taiwanese pop, c-pop, chinese r&b",1
"vinahouse, vietnamese lo-fi, v-pop",1
"3 step, amapiano, gqom, private school piano, afro house, afropop, afropiano",1
"3 step, afropop, amapiano, gqom, afro soul, private school piano",1
"amapiano, gqom, private school piano, 3 step",1
"gqom, amapiano, bacardi",1
"3 step, afro house, amapiano, gqom, private school piano",1
"afropop, afro soul, amapiano, private school piano, gqom",1
"tecnobrega, sertanejo, forro, piseiro, brega, arrocha, seresta, sertanejo universitario",1
"champeta, latin afrobeat, dancehall, afrobeat, latin afrobeats",1
"finnish hip hop, finnish rock, finnish pop",1
"pop urbaine, chanson",1
"bhangra, punjabi pop, desi, bollywood, desi pop, hindi pop",1
"bhangra, punjabi pop, bollywood, desi, hindi pop, desi pop",1
"moroccan rap, arabic rap, gnawa",1
"corridos tumbados, corrido, corridos belicos, electro corridos, sad sierreno, banda",1
"afrobeats, afrobeat, afropop, afropiano, afro soul",1
"afrobeats, afropiano, afrobeat, amapiano, afro adura, afropop",1
"afrobeats, afrobeat, afropop, azonto, hiplife, alte, afroswing, soca",1
"afrobeats, afrobeat, afroswing, afropop, afro adura, moroccan pop",1
"cumbia, huayno, chicha, cumbia nortena",1
"opm, harana, pinoy indie, p-pop, pinoy r&b",1
"ghazal, qawwali",1
"vallenato, polka, tropical music, cumbia",1
"power metal, metal, pirate metal, heavy metal, melodic metal, symphonic metal, folk metal",1
"thai rock, luk thung, thai pop, phleng phuea chiwit, southern thai music, t-pop",1
"turkish hip hop, drill, phonk",1
"chinese r&b, mandopop, c-pop, taiwanese pop, chinese indie",1
"christian hip hop, christian pop, pop worship, christian, worship, gospel r&b",1
"3 step, amapiano, private school piano, gqom, afro house",1
"pop urbaine, shatta, afrobeat",1
"afrobeats, afrobeat, azonto, afropop, bongo flava",1
"salsa, colombian pop, salsa romantica",1
"tamil pop, kollywood, malayalam hip hop, malayalam pop",1
"sertanejo, funk pop, piseiro",1
"agronejo, funk, electro",1
"gospel, brazilian gospel, worship, christian rock, pentecostal",1
"mpb, nova mpb",1
"brooklyn drill, melodic rap",1
"finnish hip hop, finnish pop, iskelma, finnish rock",1
"indonesian indie, indonesian pop, indie",1
"indian indie, bollywood, hindi indie, sufi",1
"j-rap, j-r&b, japanese indie",1
"afrobeats, afrobeat, afropop, afropiano, azonto, afro adura, afroswing, amapiano",1
"afrobeats, afrobeat, afropop, afropiano, alte, afroswing, afro adura, afro soul",1
"afrobeats, afrobeat, afro adura, afropop",1
"afro adura, afro soul",1
"african gospel, gospel, gospel r&b",1
"afro adura, afro soul, afrobeats, afrobeat",1
"opm, pinoy rock, pinoy alternative, harana, pinoy indie, p-pop, kundiman",1
"punjabi hip hop, punjabi pop, desi, bhangra, desi hip hop, desi pop",1
"big room, edm, electro house, progressive house",1
"chinese r&b, mandopop, c-pop, chinese hip hop",1
"t-pop, thai hip hop, thai pop",1
"thai hip hop, thai trap, thai pop, t-pop, southern thai music",1
"anatolian rock, turkish pop, arabesk",1
"oyun havasi, arabesk",1
"industrial, ebm, industrial metal, industrial rock",1
"amapiano, 3 step, gqom, afropop, afropiano",1
"argentine rock, latin rock, ska, rock en espanol, latin alternative",1
"piseiro, brega funk, brega, forro, funk",1
"emo, rap metal",1
"guaracha, reggaeton chileno, rkt, chilean trap, exotica, chilean mambo",1
"malay, dangdut, funkot, lagu timur, malay rap",1
"lagu timur, funkot",1
"moroccan pop, moroccan rap, rai, moroccan chaabi",1
"reggaeton mexa, electro corridos",1
"latin house, afro house, tech house",1
"gufeng, c-pop, chinese r&b",1
"luk thung, southern thai music, phleng phuea chiwit, t-pop",1
"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop, chinese indie",1
"anime rap, anime",1
"french r&b, pop urbaine, afrobeats, afrobeat, afro r&b",1
"afrobeats, gengetone, afropop, afro r&b, afro soul, afrobeat, alte, afropiano",1
"colombian pop, salsa",1
"gqom, 3 step, amapiano, afro house, private school piano",1
"shatta, dancehall, ragga, zouk, kompa, french r&b",1
"afropiano, afrobeats, afrobeat",1
"amapiano, private school piano, gqom, afropop, afro soul, 3 step",1
"tamil pop, mollywood, kollywood, malayalam hip hop, malayalam pop",1
"latin house, afro house, techengue, tech house",1
"afrobeats, afrobeat, afropop, azonto, hiplife, afropiano, afroswing",1
"alte, afro r&b, afro soul",1
"afrobeats, afrobeat, afropop, afropiano, afro adura, hiplife, bongo flava",1
"moroccan rap, french r&b, pop urbaine, rai, french rap",1
"synthwave, indie dance, synthpop",1
"dembow belico, cumbia, mexican hip hop",1
"rkt, turreo, reggaeton chileno, chilean mambo",1
rock en espanol,1
"amapiano, private school piano, gqom, afropiano",1
"amapiano, gqom, private school piano, afropiano",1
3 step,1
"trip hop, electronica",1
"3 step, afro house, private school piano, amapiano, gqom",1
"folklore argentino, chamame",1
"reggae, lovers rock, dancehall",1
"moroccan rap, arabic hip hop, egyptian hip hop, moroccan pop",1
"afrobeats, afro adura, afrobeat, afropiano, afropop, afro r&b",1
"thai rock, thai pop, phleng phuea chiwit, luk thung",1
"reggaeton, latin pop, pop urbano",1
"country, country pop",1
"egyptian hip hop, arabic hip hop, mahraganat",1
"turkish pop, t-pop, oyun havasi",1
"mahraganat, arabic hip hop",1
"duranguense, banda, grupera, musica mexicana",1
"huayno, folclor andino, latin folklore, latin folk, chicha",1
"arabesk, turkish pop, turkish hip hop",1
"c-pop, mandopop, taiwanese pop, chinese r&b, chinese indie",1
"afro house, melodic house",1
"alte, afro soul",1
"taiwanese pop, chinese hip hop, mandopop, c-pop",1
"salsa, colombian pop",1
"amapiano, afro soul, 3 step, afropop, private school piano, gqom, afro house",1
"3 step, gqom, afro house, amapiano, private school piano, afro soul",1
"luk thung, southern thai music, phleng phuea chiwit, t-pop, thai pop",1
"opm, p-pop, harana, pinoy indie, kundiman, pinoy r&b",1
latin dance,1
brazilian trap,1
"forro tradicional, forro",1
"afro house, melodic house, house",1
"entehno, laiko, tango",1
"afro house, latin house, techengue",1
cumbia nortena,1
"cantopop, c-pop, mandopop, taiwanese pop",1
"lagu timur, maluku, funkot",1
"funkot, lagu timur",1
"dangdut, lagu timur, funkot",1
black metal,1
"brega, arrocha, forro, seresta, piseiro, tecnobrega",1
"afropiano, amapiano, afrobeats, afrobeat, afro adura",1
"afrobeats, afrobeat, afropop, afropiano, hiplife, azonto, afroswing",1
"afrobeats, afrobeat, afropop, alte, afropiano, azonto, hiplife",1
"afropiano, afrobeats, afrobeat, alte",1
"amapiano, afropiano, afrobeat",1
"bhangra, punjabi pop, desi, bollywood",1
"hindi indie, indian indie, hindi hip hop",1
"qawwali, ghazal, indian indie, sufi",1
"indian indie, hindi indie, desi, desi pop",1
"mandopop, c-pop, gufeng, taiwanese pop",1
"luk thung, thai pop, t-pop, southern thai music",1
"phleng phuea chiwit, luk thung, southern thai music, thai rock",1
"turkish pop, turkish hip hop, arabesk",1
"chinese r&b, taiwanese indie, chinese indie, taiwanese pop, mandopop",1
"amapiano, gqom, afropiano, afrobeats, afrobeat",1
"afropop, afro soul, 3 step, amapiano, private school piano, gqom",1
"amapiano, private school piano, afropiano, gqom, 3 step",1
"rkt, guaracha, techengue, turreo",1
"shatta, dancehall, moombahton, ragga",1
"french r&b, french rap, pop urbaine",1
"japanese indie, j-rock, j-pop",1
"electro corridos, dembow belico, corrido",1
"grime, afroswing, uk grime, afrobeats",1
"afrobeats, afrobeat, afropop, azonto, hiplife, alte, afroswing, afro r&b",1
"afro soul, afro r&b, afrobeat",1
"gospel, gospel r&b",1
"christian pop, christian hip hop, christian, worship, gospel r&b",1
"reggae rock, ska punk, ska",1
"post-grunge, rock",1
"electro corridos, corrido, corridos belicos, corridos tumbados, dembow belico, sad sierreno",1
"corrido, corridos belicos, sad sierreno, corridos tumbados",1
"rock en espanol, mexican rock, latin rock, latin alternative",1
"funk, funk consciente, brazilian funk, trap funk, brazilian trap",1
"forro, piseiro, arrocha, seresta, brega, sertanejo",1
"chilean mambo, reggaeton chileno, mambo, punto guajiro, chilean trap",1
"ranchera, popular colombian music",1
"electro corridos, corrido, dembow belico, corridos belicos, corridos tumbados",1
"boom bap, latin hip hop",1
"pop urbaine, shatta",1
"french r&b, pop urbaine, shatta",1
flamenco pop,1
"boom bap, underground hip hop",1
"gospel, devotional, worship",1
uk grime,1
"malay rap, malay, malay pop, malaysian pop",1
"dangdut, malay, funkot, lagu timur, malay rap",1
chicago drill,1
"sufi, bhajan, bollywood, qawwali, hindi pop, devotional",1
"opm, pinoy rock, p-pop, kundiman",1
"3 step, afropop, afro soul, private school piano, gqom, afro house",1
"ranchera, cumbia, guaracha, reggaeton chileno",1
"mandopop, gufeng, c-pop, taiwanese pop",1
"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",1
"sertanejo, sertanejo universitario, sertanejo tradicional, arrocha, agronejo",1
"lagu timur, funkot, maluku",1
zydeco,1
"punjabi hip hop, bhangra, punjabi pop",1
"haryanvi pop, punjabi hip hop",1
"canzone napoletana, italian trap, neomelodico",1
"salsa, cumbia, cumbia sonidera",1
"old school hip hop, new jack swing, east coast hip hop",1
"drill, new york drill",1
"indonesian pop, malay, malay pop, indorock",1
"tamil pop, kollywood, tamil dance",1
traditional folk,1
"reggaeton mexa, guaracha, neoperreo",1
"mandopop, chinese rock, c-pop, taiwanese pop",1
"luk thung, southern thai music, phleng phuea chiwit, thai pop, thai rock",1
"chinese hip hop, chinese r&b, taiwanese pop, mandopop, chinese indie, c-pop",1
"vietnam indie, v-pop, vietnamese lo-fi",1
"chanson quebecoise, chanson",1
"3 step, gqom, amapiano, afro house, private school piano",1
"amapiano, afropiano, gqom, private school piano",1
"german hip hop, german indie, german pop",1
"lagu timur, maluku, dangdut, funkot, batak",1
"afrobeats, afro adura, afro soul, afrobeat, afro r&b, afropop",1
"3 step, amapiano, gqom, afropiano",1
"amapiano, gqom, afropiano, bongo flava",1
"axe, brazilian pop, mpb, nova mpb",1
"brazilian hip hop, brazilian trap, trap, trap funk",1
"bollywood, hindi pop, desi, kannada pop, marathi pop, bangla pop",1
"afrobeats, afrobeat, afropop, afro r&b, alte, afro soul, afropiano",1
"piseiro, forro, seresta, arrocha",1
"afro adura, afropiano, afrobeat",1
"indonesian pop, indonesian indie, pop punk, indorock",1
"singeli, malayalam hip hop, taiwanese indie, gengetone, latin alternative, taiwanese pop, philly soul",1
"dancehall, afro house",1
"electronica, big room",1
"afrobeats, afrobeat, afropop, afropiano, alte, afroswing, afro r&b, azonto",1
"afro adura, afro soul, afrobeat, afrobeats, afro r&b, alte, afropop",1
"trova, nueva trova, latin folk, latin rock, latin folklore",1
"corrido, corridos belicos, corridos tumbados, electro corridos, dembow belico, banda, sad sierreno, sierreno, musica mexicana",1
"german indie, german hip hop, german pop",1
"french r&b, moroccan pop",1
"alte, afrobeats, afro r&b",1
"pagode baiano, axe, piseiro, pagode, arrocha, brazilian pop, forro, sertanejo",1
"v-pop, vietnamese hip hop, vietnamese lo-fi",1
"bolero, huayno, latin folklore",1
"trap funk, brega funk, chinese hip hop",1
"emo, screamo, post-hardcore",1
"gospel, devotional, pentecostal, brazilian gospel, worship",1
"chinese r&b, cantopop, chinese hip hop",1
"afro adura, afro soul, afrobeat",1
"red dirt, texas country, southern rock, outlaw country, country, country rock",1
"afrobeats, afropiano",1
"moroccan pop, rai, moroccan chaabi, khaleeji",1
"afrobeats, afrobeat, afropop, azonto, afropiano, hiplife, afro r&b, afroswing",1
"thai rock, southern thai music, thai pop",1
"chinese hip hop, chinese r&b, mandopop, taiwanese pop, c-pop",1
"christian pop, christian, christian hip hop, worship, gospel r&b",1
"amapiano, private school piano, 3 step, gqom, afropiano, afropop, afro soul",1
"thai rock, thai pop",1
"arrocha, seresta, brega, forro, piseiro, sertanejo",1
"shatta, kompa",1
"southern thai music, thai rock, phleng phuea chiwit, luk thung",1
"vietnamese lo-fi, v-pop, vinahouse, lo-fi",1
"pop urbano, latin afrobeats",1
"opm, pinoy r&b, harana, p-pop",1
"melodic rap, rage rap",1
"hard house, acid techno, trance, techno",1
"lagu timur, maluku, funkot, dangdut",1
"alte, afro r&b, afro soul, afrobeats",1
