RawGenre,NormalizedGenre,Reason,ResolvedTrackCount,TSOccurrenceCount,ArtistOccurrenceCount
death by sandwich,death by sandwich,below_min_track_count,1,0,1
death by tuberculosis,death by tuberculosis,below_min_track_count,1,0,1
death jazz,death jazz,below_min_track_count,1,0,3
death thrash,death thrash,below_min_track_count,1,0,12
death-thrash,death-thrash,below_min_track_count,1,0,12
deathrash,deathrash,below_min_track_count,1,1,0
deep acoustic pop,deep acoustic pop,below_min_track_count,1,1,0
deep ccm,deep ccm,below_min_track_count,1,1,0
deep chill,deep chill,below_min_track_count,1,1,0
deep dubstep,deep dubstep,below_min_track_count,1,0,1
deep eurodance,deep eurodance,below_min_track_count,1,1,0
deep smooth jazz,deep smooth jazz,below_min_track_count,1,1,0
deep soundtrack,deep soundtrack,below_min_track_count,1,1,0
del,del,below_min_track_count,1,0,16
del shannon greatest hits,del shannon greatest hits,below_min_track_count,1,0,3
demon. acid house,demon. acid house,below_min_track_count,1,0,2
dennis alcapone,dennis alcapone,below_min_track_count,1,0,1
denton tx indie,denton tx indie,below_min_track_count,1,1,0
depressive rock,depressive rock,below_min_track_count,1,0,1
derrick morgan,derrick morgan,below_min_track_count,1,0,1
desert,desert,below_min_track_count,1,0,2
despair,despair,below_min_track_count,1,0,1
destination void,destination void,below_min_track_count,1,0,1
detske pisnicky,detske pisnicky,below_min_track_count,1,1,0
devil song,devil song,below_min_track_count,1,0,2
devon indie,devon indie,below_min_track_count,1,1,0
digicore,digicore,below_min_track_count,1,0,11
digipunk,digipunk,below_min_track_count,1,0,2
divaughn,divaughn,below_min_track_count,1,0,1
divaughn dixon,divaughn dixon,below_min_track_count,1,0,1
dixon,dixon,below_min_track_count,1,0,1
diy emo,diy emo,below_min_track_count,1,1,0
dj dixon,dj dixon,below_min_track_count,1,0,1
dj fresh,dj fresh,below_min_track_count,1,0,1
dj james,dj james,below_min_track_count,1,0,1
dj spider,dj spider,below_min_track_count,1,0,1
dk,dk,below_min_track_count,1,0,1
dl,dl,below_min_track_count,1,0,1
dock of the bay,dock of the bay,below_min_track_count,1,0,6
dodong,dodong,below_min_track_count,1,0,1
dolores,dolores,below_min_track_count,1,0,1
dona da favela,dona da favela,below_min_track_count,1,0,1
dong-yo,dong-yo,below_min_track_count,1,1,0
donosti,donosti,below_min_track_count,1,0,1
doom rock,doom rock,below_min_track_count,1,0,1
doomgaze,doomgaze,below_min_track_count,1,0,3
double bass,double bass,below_min_track_count,1,0,1
doubledicemusic,doubledicemusic,below_min_track_count,1,0,2
downbeat,downbeat,below_min_track_count,1,0,8
downtempo bass,downtempo bass,below_min_track_count,1,1,0
dq,dq,below_min_track_count,1,0,1
dr dre,dr dre,below_min_track_count,1,0,1
drain gang,drain gang,below_min_track_count,1,0,1
dream plugg,dream plugg,below_min_track_count,1,1,0
dreamgaze,dreamgaze,below_min_track_count,1,0,11
dreampunk,dreampunk,below_min_track_count,1,1,0
dreamwave,dreamwave,below_min_track_count,1,0,2
dresden,dresden,below_min_track_count,1,0,2
drill brasileiro,drill brasileiro,below_min_track_count,1,1,0
drill rap,drill rap,below_min_track_count,1,0,1
drop,drop,below_min_track_count,1,0,2
drum machines,drum machines,below_min_track_count,1,0,1
drum n bass,drum n bass,below_min_track_count,1,0,3
drumnbass,drumnbass,below_min_track_count,1,0,1
dub noise,dub noise,below_min_track_count,1,0,2
dubwise,dubwise,below_min_track_count,1,0,1
duc,duc,below_min_track_count,1,0,1
duceniiko,duceniiko,below_min_track_count,1,0,1
duduk,duduk,below_min_track_count,1,1,0
dusseldorf electronic,dusseldorf electronic,below_min_track_count,1,1,0
dutch idol pop,dutch idol pop,below_min_track_count,1,1,0
dutch metal,dutch metal,below_min_track_count,1,1,0
dutch musical,dutch musical,below_min_track_count,1,1,0
dutch orchestra,dutch orchestra,below_min_track_count,1,0,2
dutch prog,dutch prog,below_min_track_count,1,1,0
dwills,dwills,below_min_track_count,1,0,1
dx7,dx7,below_min_track_count,1,0,1
dytyachi pisni,dytyachi pisni,below_min_track_count,1,1,0
e-punk,e-punk,below_min_track_count,1,0,1
early demos,early demos,below_min_track_count,1,0,19
early hardcore,early hardcore,below_min_track_count,1,0,1
early pop,early pop,below_min_track_count,1,0,1
east coast rap,east coast rap,below_min_track_count,1,0,23
eband,eband,below_min_track_count,1,0,1
ebeneezer goode,ebeneezer goode,below_min_track_count,1,0,2
ebenezer,ebenezer,below_min_track_count,1,0,1
echirolles,echirolles,below_min_track_count,1,0,4
ecm style jazz,ecm style jazz,below_min_track_count,1,0,1
ecocide,ecocide,below_min_track_count,1,0,1
egg punk,egg punk,below_min_track_count,1,0,1
egyptian mythology,egyptian mythology,below_min_track_count,1,0,1
egyptian rap,egyptian rap,below_min_track_count,1,0,2
eighties,eighties,below_min_track_count,1,0,1
el michels affair,el michels affair,below_min_track_count,1,0,1
electric bass,electric bass,below_min_track_count,1,1,0
electric jazz,electric jazz,below_min_track_count,1,0,1
electro french,electro french,below_min_track_count,1,0,1
electro punk,electro punk,below_min_track_count,1,0,1
electro r & b,electro r & b,below_min_track_count,1,0,1
electro trash,electro trash,below_min_track_count,1,1,0
electro-mezoued,electro-mezoued,below_min_track_count,1,0,1
electrogrunge,electrogrunge,below_min_track_count,1,0,2
electronic pop,electronic pop,below_min_track_count,1,0,3
electronica ambient experimental,electronica ambient experimental,below_min_track_count,1,0,2
electronica house,electronica house,below_min_track_count,1,0,1
electronica venezuela,electronica venezuela,below_min_track_count,1,1,0
elemperadordelgenero,elemperadordelgenero,below_min_track_count,1,0,2
elequipoganador,elequipoganador,below_min_track_count,1,0,2
emcee,emcee,below_min_track_count,1,0,2
emerging talent diy award,emerging talent diy award,below_min_track_count,1,0,1
emo mexicano,emo mexicano,below_min_track_count,1,1,0
emoplugg,emoplugg,below_min_track_count,1,1,0
en-tact,en-tact,below_min_track_count,1,0,2
english composer,english composer,below_min_track_count,1,0,4
english folk music,english folk music,below_min_track_count,1,0,1
english regadi rockstar,english regadi rockstar,below_min_track_count,1,0,1
entact,entact,below_min_track_count,1,0,2
environmental,environmental,below_min_track_count,1,1,0
er ge,er ge,below_min_track_count,1,1,0
erotica,erotica,below_min_track_count,1,1,0
estonian metal,estonian metal,below_min_track_count,1,1,0
ethiopian,ethiopian,below_min_track_count,1,0,1
ethiopian pop,ethiopian pop,below_min_track_count,1,1,0
ethno jazz,ethno jazz,below_min_track_count,1,0,1
ethnotronica,ethnotronica,below_min_track_count,1,1,0
euro,euro,below_min_track_count,1,0,1
euro dance,euro dance,below_min_track_count,1,0,3
european free jazz,european free jazz,below_min_track_count,1,0,1
european rap,european rap,below_min_track_count,1,0,1
eventyr,eventyr,below_min_track_count,1,1,0
every nation music,every nation music,below_min_track_count,1,0,1
evgeny khmara,evgeny khmara,below_min_track_count,1,0,1
evil,evil,below_min_track_count,1,0,1
exito,exito,below_min_track_count,1,0,16
exotic,exotic,below_min_track_count,1,0,2
experimental classical,experimental classical,below_min_track_count,1,1,0
experimental folk,experimental folk,below_min_track_count,1,1,0
experimental metal,experimental metal,below_min_track_count,1,0,1
extremely long tracks,extremely long tracks,below_min_track_count,1,0,10
fairlight cmi,fairlight cmi,below_min_track_count,1,0,4
faithless,faithless,below_min_track_count,1,0,1
faithlessness,faithlessness,below_min_track_count,1,0,1
family guy,family guy,below_min_track_count,1,0,1
famous,famous,below_min_track_count,1,0,5
fancy gadam,fancy gadam,below_min_track_count,1,0,1
faroe islands,faroe islands,below_min_track_count,1,0,18
female fronted metal,female fronted metal,below_min_track_count,1,0,1
female singer-songwriter,female singer-songwriter,below_min_track_count,1,0,10
fernando & sorocaba,fernando & sorocaba,below_min_track_count,1,0,23
fernando e sorocaba,fernando e sorocaba,below_min_track_count,1,0,23
festejo,festejo,below_min_track_count,1,0,3
fiji,fiji,below_min_track_count,1,0,1
filk,filk,below_min_track_count,1,0,5
film and tv music,film and tv music,below_min_track_count,1,0,2
film composers,film composers,below_min_track_count,1,0,1
film editor,film editor,below_min_track_count,1,0,2
finlandais,finlandais,below_min_track_count,1,0,20
finlande,finlande,below_min_track_count,1,0,20
finlandia,finlandia,below_min_track_count,1,0,55
finnish classical,finnish classical,below_min_track_count,1,1,0
flamenco guitar,flamenco guitar,below_min_track_count,1,1,2
flamenco music,flamenco music,below_min_track_count,1,0,1
flint hip hop,flint hip hop,below_min_track_count,1,1,0
floor jansen,floor jansen,below_min_track_count,1,0,1
flute rock,flute rock,below_min_track_count,1,1,0
fluxwork,fluxwork,below_min_track_count,1,1,0
fok punk,fok punk,below_min_track_count,1,0,2
folclor llanero,folclor llanero,below_min_track_count,1,1,1
folk blues,folk blues,below_min_track_count,1,0,7
folk jazz,folk jazz,below_min_track_count,1,0,1
folk musicians,folk musicians,below_min_track_count,1,0,2
folk-rock music,folk-rock music,below_min_track_count,1,0,2
folklore ecuatoriano,folklore ecuatoriano,below_min_track_count,1,1,0
folktronic,folktronic,below_min_track_count,1,0,1
fontana,fontana,below_min_track_count,1,0,1
foreign agent in russia,foreign agent in russia,below_min_track_count,1,0,1
forro romantico,forro romantico,below_min_track_count,1,0,1
forro universitario,forro universitario,below_min_track_count,1,0,1
fourtwenty,fourtwenty,below_min_track_count,1,0,11
frank,frank,below_min_track_count,1,0,6
free funk,free funk,below_min_track_count,1,0,1
freeform hardcore,freeform hardcore,below_min_track_count,1,1,0
french actor,french actor,below_min_track_count,1,0,1
french artist,french artist,below_min_track_count,1,0,1
french cellist,french cellist,below_min_track_count,1,0,1
french garage rock,french garage rock,below_min_track_count,1,1,0
french opera,french opera,below_min_track_count,1,1,0
french psychedelic,french psychedelic,below_min_track_count,1,1,0
french romanticism,french romanticism,below_min_track_count,1,1,0
french shoegaze,french shoegaze,below_min_track_count,1,1,0
french soundtrack,french soundtrack,below_min_track_count,1,1,0
french string quartet,french string quartet,below_min_track_count,1,0,1
french violinist,french violinist,below_min_track_count,1,0,1
frihetsrock,frihetsrock,below_min_track_count,1,0,1
fussball,fussball,below_min_track_count,1,1,0
future beats,future beats,below_min_track_count,1,0,3
future rnb,future rnb,below_min_track_count,1,0,3
fuzz,fuzz,below_min_track_count,1,0,1
g-funk share,g-funk share,below_min_track_count,1,0,2
g-unit,g-unit,below_min_track_count,1,0,1
g2 music group,g2 music group,below_min_track_count,1,0,2
g33kedout,g33kedout,below_min_track_count,1,0,1
gaian doom,gaian doom,below_min_track_count,1,1,0
galanteelemperador,galanteelemperador,below_min_track_count,1,0,2
galantemicura,galantemicura,below_min_track_count,1,0,2
galantemomentum,galantemomentum,below_min_track_count,1,0,2
game mood,game mood,below_min_track_count,1,1,0
game music,game music,below_min_track_count,1,0,1
garhwali pop,garhwali pop,below_min_track_count,1,1,0
garifuna folk,garifuna folk,below_min_track_count,1,1,0
gay furry,gay furry,below_min_track_count,1,0,4
georgian alternative,georgian alternative,below_min_track_count,1,1,0
georgian conductor,georgian conductor,below_min_track_count,1,0,1
georgian folk,georgian folk,below_min_track_count,1,1,0
georgian hip hop,georgian hip hop,below_min_track_count,1,1,0
georgian polyphony,georgian polyphony,below_min_track_count,1,1,0
georgian rock,georgian rock,below_min_track_count,1,1,0
german boom bap,german boom bap,below_min_track_count,1,1,0
german conductor,german conductor,below_min_track_count,1,0,1
german ebm,german ebm,below_min_track_count,1,1,0
german pianist,german pianist,below_min_track_count,1,0,1
german prog,german prog,below_min_track_count,1,1,0
german tech house,german tech house,below_min_track_count,1,1,0
german translator,german translator,below_min_track_count,1,0,1
german violinist,german violinist,below_min_track_count,1,0,1
germany disc 2,germany disc 2,below_min_track_count,1,0,1
get rich or die tryin,get rich or die tryin,below_min_track_count,1,0,1
ghetto house,ghetto house,below_min_track_count,1,0,1
gig,gig,below_min_track_count,1,0,1
giorgio poi,giorgio poi,below_min_track_count,1,0,1
girls,girls,below_min_track_count,1,0,1
glacial rap,glacial rap,below_min_track_count,1,0,1
glee club,glee club,below_min_track_count,1,1,0
glitch hop edm,glitch hop edm,below_min_track_count,1,0,6
global raw soul,global raw soul,below_min_track_count,1,0,1
go-go,go-go,below_min_track_count,1,1,1
gone forever,gone forever,below_min_track_count,1,0,1
good,good,below_min_track_count,1,0,1
goralski,goralski,below_min_track_count,1,1,0
gospel singers,gospel singers,below_min_track_count,1,1,0
gothabilly,gothabilly,below_min_track_count,1,1,0
gothic-metal,gothic-metal,below_min_track_count,1,0,1
grebo,grebo,below_min_track_count,1,0,2
greece,greece,below_min_track_count,1,0,1
greek contemporary classical,greek contemporary classical,below_min_track_count,1,1,0
greek guitar,greek guitar,below_min_track_count,1,1,0
greenlandic pop,greenlandic pop,below_min_track_count,1,1,0
grenada soca,grenada soca,below_min_track_count,1,1,0
grenoble,grenoble,below_min_track_count,1,0,4
greyhound,greyhound,below_min_track_count,1,0,1
grieg,grieg,below_min_track_count,1,0,1
grime brasileiro,grime brasileiro,below_min_track_count,1,1,0
gros mo,gros mo,below_min_track_count,1,0,3
grungegaze,grungegaze,below_min_track_count,1,1,0
guerilla maab,guerilla maab,below_min_track_count,1,0,1
guilty,guilty,below_min_track_count,1,0,1
guitarist-vocalist,guitarist-vocalist,below_min_track_count,1,0,3
guitarra andina,guitarra andina,below_min_track_count,1,1,0
guyana,guyana,below_min_track_count,1,0,1
guyanese,guyanese,below_min_track_count,1,0,1
guyanese pop,guyanese pop,below_min_track_count,1,1,0
gymcore,gymcore,below_min_track_count,1,1,0
gypsy music,gypsy music,below_min_track_count,1,0,27
gypsy sun,gypsy sun,below_min_track_count,1,0,3
h.e.r,h.e.r,below_min_track_count,1,0,1
h.shajarian 0001,h.shajarian 0001,below_min_track_count,1,0,1
haarlem,haarlem,below_min_track_count,1,0,24
hackercore,hackercore,below_min_track_count,1,0,1
hakkapop,hakkapop,below_min_track_count,1,1,0
hamburg indie,hamburg indie,below_min_track_count,1,1,0
hamburger schule,hamburger schule,below_min_track_count,1,0,1
hard fi,hard fi,below_min_track_count,1,0,1
hardrock,hardrock,below_min_track_count,1,0,1
harper,harper,below_min_track_count,1,0,1
has full bandcamp discography purchase,has full bandcamp discography purchase,below_min_track_count,1,0,1
hawaii,hawaii,below_min_track_count,1,0,1
hawaiian music,hawaiian music,below_min_track_count,1,0,2
haydn: seven last words,haydn: seven last words,below_min_track_count,1,0,1
hazy,hazy,below_min_track_count,1,0,1
he is a singer in england,he is a singer in england,below_min_track_count,1,0,1
heavy gothic rock,heavy gothic rock,below_min_track_count,1,1,0
heavy rock,heavy rock,below_min_track_count,1,0,3
heavy-metal,heavy-metal,below_min_track_count,1,0,3
hel,hel,below_min_track_count,1,1,0
helly luv,helly luv,below_min_track_count,1,0,2
helsinki,helsinki,below_min_track_count,1,0,3
hempton manor,hempton manor,below_min_track_count,1,0,2
hertfordshire,hertfordshire,below_min_track_count,1,0,3
heute hier morgen dort,heute hier morgen dort,below_min_track_count,1,0,1
hide u,hide u,below_min_track_count,1,0,1
hindi film music,hindi film music,below_min_track_count,1,0,3
hindi rapper,hindi rapper,below_min_track_count,1,0,1
hip,hip,below_min_track_count,1,0,1
hip hop artist,hip hop artist,below_min_track_count,1,0,10
hip hop r & b,hip hop r & b,below_min_track_count,1,0,1
hip-hop soul,hip-hop soul,below_min_track_count,1,0,1
hip.hop,hip.hop,below_min_track_count,1,0,5
hobart,hobart,below_min_track_count,1,0,1
hobson,hobson,below_min_track_count,1,0,1
holanda,holanda,below_min_track_count,1,0,1
holiday music,holiday music,below_min_track_count,1,0,6
holland,holland,below_min_track_count,1,0,1
holox,holox,below_min_track_count,1,0,1
homopop,homopop,below_min_track_count,1,0,1
homopunk,homopunk,below_min_track_count,1,0,1
hong kong guitarist,hong kong guitarist,below_min_track_count,1,0,4
hong kong tv drama,hong kong tv drama,below_min_track_count,1,1,0
hop,hop,below_min_track_count,1,0,1
hopeful,hopeful,below_min_track_count,1,0,1
horns,horns,below_min_track_count,1,0,2
hotline miami,hotline miami,below_min_track_count,1,0,1
houston indie,houston indie,below_min_track_count,1,1,0
houston texas,houston texas,below_min_track_count,1,0,1
howard,howard,below_min_track_count,1,0,3
huddie leadbelly ledbetter,huddie leadbelly ledbetter,below_min_track_count,1,0,7
humorous,humorous,below_min_track_count,1,0,6
hungarian punk,hungarian punk,below_min_track_count,1,1,0
i heard love is blind,i heard love is blind,below_min_track_count,1,0,6
i never needed love,i never needed love,below_min_track_count,1,0,1
iban rock band,iban rock band,below_min_track_count,1,0,1
icelandic composer,icelandic composer,below_min_track_count,1,0,1
icelandic jazz,icelandic jazz,below_min_track_count,1,1,0
idaho indie,idaho indie,below_min_track_count,1,1,0
idyllic,idyllic,below_min_track_count,1,0,1
igbo worship,igbo worship,below_min_track_count,1,1,0
il mondo di patty,il mondo di patty,below_min_track_count,1,0,1
ilahiler,ilahiler,below_min_track_count,1,1,0
image,image,below_min_track_count,1,0,1
imdj lsg,imdj lsg,below_min_track_count,1,0,4
immortal,immortal,below_min_track_count,1,0,1
in gorbachev we trust,in gorbachev we trust,below_min_track_count,1,0,2
independent music,independent music,below_min_track_count,1,0,1
indian electronic,indian electronic,below_min_track_count,1,1,0
indian singer,indian singer,below_min_track_count,1,0,1
indian underground rap,indian underground rap,below_min_track_count,1,1,0
indie catracho,indie catracho,below_min_track_count,1,1,0
indie emo,indie emo,below_min_track_count,1,1,0
indie folk italiano,indie folk italiano,below_min_track_count,1,1,0
indie napoletano,indie napoletano,below_min_track_count,1,1,0
indie rock mexicano,indie rock mexicano,below_min_track_count,1,1,0
indie rock peruano,indie rock peruano,below_min_track_count,1,1,0
indie rockism,indie rockism,below_min_track_count,1,1,0
indie-pop,indie-pop,below_min_track_count,1,0,4
indiepop,indiepop,below_min_track_count,1,0,1
indonesian psychedelia,indonesian psychedelia,below_min_track_count,1,1,0
indonesian punk,indonesian punk,below_min_track_count,1,1,0
indonesian trap,indonesian trap,below_min_track_count,1,1,0
indonesian worship,indonesian worship,below_min_track_count,1,1,0
industrial sector 3083,industrial sector 3083,below_min_track_count,1,0,1
indy indie,indy indie,below_min_track_count,1,1,0
initials b.b.,initials b.b.,below_min_track_count,1,0,4
instrumental country,instrumental country,below_min_track_count,1,0,1
instrumental gospel,instrumental gospel,below_min_track_count,1,0,1
instrumental metal,instrumental metal,below_min_track_count,1,0,1
instrumental post-rock,instrumental post-rock,below_min_track_count,1,1,0
instrumental progressive metal,instrumental progressive metal,below_min_track_count,1,1,0
instrumental soul,instrumental soul,below_min_track_count,1,1,0
instrumental surf,instrumental surf,below_min_track_count,1,0,1
instrumental worship,instrumental worship,below_min_track_count,1,1,0
instrumentalist,instrumentalist,below_min_track_count,1,0,1
internet punk,internet punk,below_min_track_count,1,0,1
intimate,intimate,below_min_track_count,1,0,2
iralian indie,iralian indie,below_min_track_count,1,0,7
iran folk music,iran folk music,below_min_track_count,1,0,1
iran national music,iran national music,below_min_track_count,1,0,1
iranian,iranian,below_min_track_count,1,0,3
iranian musicians,iranian musicians,below_min_track_count,1,0,1
iranian singers,iranian singers,below_min_track_count,1,0,1
irish accordion,irish accordion,below_min_track_count,1,1,0
irish banjo,irish banjo,below_min_track_count,1,1,0
irish country,irish country,below_min_track_count,1,1,0
irish music,irish music,below_min_track_count,1,0,1
irish neo-traditional,irish neo-traditional,below_min_track_count,1,1,0
irish rebel song,irish rebel song,below_min_track_count,1,1,0
isizulu,isizulu,below_min_track_count,1,0,6
island reggae,island reggae,below_min_track_count,1,0,1
israeli conductor,israeli conductor,below_min_track_count,1,0,1
israeli jazz,israeli jazz,below_min_track_count,1,1,0
italian classical piano,italian classical piano,below_min_track_count,1,1,0
italian electronica,italian electronica,below_min_track_count,1,1,0
italian folk music,italian folk music,below_min_track_count,1,0,1
italian library music,italian library music,below_min_track_count,1,1,0
italian lounge,italian lounge,below_min_track_count,1,1,0
italian opera,italian opera,below_min_track_count,1,1,0
italian pianist,italian pianist,below_min_track_count,1,0,1
italian punk,italian punk,below_min_track_count,1,1,0
italian romanticism,italian romanticism,below_min_track_count,1,1,0
italian tech house,italian tech house,below_min_track_count,1,1,0
italina,italina,below_min_track_count,1,0,7
italo pop,italo pop,below_min_track_count,1,0,4
iyan vonix,iyan vonix,below_min_track_count,1,0,1
j aime les filles,j aime les filles,below_min_track_count,1,0,1
j-dance,j-dance,below_min_track_count,1,0,1
jahstell,jahstell,below_min_track_count,1,0,1
jalampura,jalampura,below_min_track_count,1,0,1
jam rock,jam rock,below_min_track_count,1,0,7
jamba,jamba,below_min_track_count,1,0,5
jamster,jamster,below_min_track_count,1,0,5
japanese boom bap,japanese boom bap,below_min_track_count,1,1,0
japanese chill rap,japanese chill rap,below_min_track_count,1,1,0
japanese chillhop,japanese chillhop,below_min_track_count,1,1,0
japanese composer,japanese composer,below_min_track_count,1,0,6
japanese contemporary classical,japanese contemporary classical,below_min_track_count,1,1,4
japanese drill,japanese drill,below_min_track_count,1,1,0
japanese heavy metal,japanese heavy metal,below_min_track_count,1,1,0
japanese indie rock,japanese indie rock,below_min_track_count,1,1,0
japanese old school hip hop,japanese old school hip hop,below_min_track_count,1,1,0
japanese piano,japanese piano,below_min_track_count,1,1,0
japanese power metal,japanese power metal,below_min_track_count,1,1,0
japanese screamo,japanese screamo,below_min_track_count,1,1,0
japanese traditional,japanese traditional,below_min_track_count,1,1,0
jasrangi,jasrangi,below_min_track_count,1,0,1
jazz boom bap,jazz boom bap,below_min_track_count,1,1,0
jazz cover,jazz cover,below_min_track_count,1,1,0
jazz drummer,jazz drummer,below_min_track_count,1,0,1
jazz instrument,jazz instrument,below_min_track_count,1,0,1
jazz piano,jazz piano,below_min_track_count,1,1,0
jazz puertorriqueno,jazz puertorriqueno,below_min_track_count,1,1,0
jazz saxophone,jazz saxophone,below_min_track_count,1,1,0
jazz-rap,jazz-rap,below_min_track_count,1,0,21
jazzstep,jazzstep,below_min_track_count,1,0,1
jeffrey cain,jeffrey cain,below_min_track_count,1,0,1
jerk,jerk,below_min_track_count,1,0,1
jersey city,jersey city,below_min_track_count,1,0,1
jesus honcho,jesus honcho,below_min_track_count,1,0,1
jewish,jewish,below_min_track_count,1,0,8
jewish a capella,jewish a capella,below_min_track_count,1,1,0
jimi hendrix,jimi hendrix,below_min_track_count,1,0,3
john peel,john peel,below_min_track_count,1,0,1
johnnie has gone for a solider,johnnie has gone for a solider,below_min_track_count,1,0,1
joni mitchell,joni mitchell,below_min_track_count,1,0,1
jorn lande,jorn lande,below_min_track_count,1,0,2
joshtell,joshtell,below_min_track_count,1,0,1
juke,juke,below_min_track_count,1,0,1
junkanoo,junkanoo,below_min_track_count,1,0,1
juno,juno,below_min_track_count,1,0,1
jupiter,jupiter,below_min_track_count,1,0,1
just another fish,just another fish,below_min_track_count,1,0,1
justin beiber,justin beiber,below_min_track_count,1,0,1
k.flay,k.flay,below_min_track_count,1,0,1
kabyle moderne,kabyle moderne,below_min_track_count,1,1,0
kalli,kalli,below_min_track_count,1,0,2
kalmar indie,kalmar indie,below_min_track_count,1,1,0
kaneka,kaneka,below_min_track_count,1,1,0
kanpur,kanpur,below_min_track_count,1,0,4
karamj,karamj,below_min_track_count,1,0,2
karaoke,karaoke,below_min_track_count,1,1,0
kasoor,kasoor,below_min_track_count,1,0,2
kazuo,kazuo,below_min_track_count,1,0,1
kazuotv,kazuotv,below_min_track_count,1,0,1
kelowna bc indie,kelowna bc indie,below_min_track_count,1,1,0
kentell,kentell,below_min_track_count,1,0,1
kentpatterson,kentpatterson,below_min_track_count,1,0,1
kenya,kenya,below_min_track_count,1,0,1
kenyan alternative,kenyan alternative,below_min_track_count,1,1,0
kenyan drill,kenyan drill,below_min_track_count,1,1,0
kenyan r & b,kenyan r & b,below_min_track_count,1,1,0
kevin werdelmann,kevin werdelmann,below_min_track_count,1,0,1
khaled,khaled,below_min_track_count,1,0,1
khayals,khayals,below_min_track_count,1,0,1
kidbougie,kidbougie,below_min_track_count,1,0,1
kidnapper,kidnapper,below_min_track_count,1,0,1
killer mike,killer mike,below_min_track_count,1,0,1
kinder rock,kinder rock,below_min_track_count,1,0,1
kindie rock,kindie rock,below_min_track_count,1,1,0
kirtan,kirtan,below_min_track_count,1,1,0
kiwi,kiwi,below_min_track_count,1,0,3
klamauk,klamauk,below_min_track_count,1,0,1
klassik frescobar,klassik frescobar,below_min_track_count,1,0,1
kodomo no ongaku,kodomo no ongaku,below_min_track_count,1,1,0
kokopelli,kokopelli,below_min_track_count,1,0,1
kolo,kolo,below_min_track_count,1,1,0
konsrock,konsrock,below_min_track_count,1,1,0
korean indie,korean indie,below_min_track_count,1,0,6
korean metal,korean metal,below_min_track_count,1,1,0
korean soundtrack,korean soundtrack,below_min_track_count,1,1,0
kosheen,kosheen,below_min_track_count,1,0,1
koteosa kei,koteosa kei,below_min_track_count,1,0,1
koto,koto,below_min_track_count,1,1,0
kt tunstall,kt tunstall,below_min_track_count,1,0,1
kul,kul,below_min_track_count,1,0,1
kumaoni pop,kumaoni pop,below_min_track_count,1,1,0
kurdish,kurdish,below_min_track_count,1,0,2
kurdish music,kurdish music,below_min_track_count,1,0,5
kurdistan,kurdistan,below_min_track_count,1,0,2
kurofuku kei,kurofuku kei,below_min_track_count,1,0,1
kuru,kuru,below_min_track_count,1,0,1
kwassa kwassa,kwassa kwassa,below_min_track_count,1,0,1
lagu sunda,lagu sunda,below_min_track_count,1,1,0
lain,lain,below_min_track_count,1,0,1
lapland metal,lapland metal,below_min_track_count,1,1,0
las mejores canciones del mundo vol 2,las mejores canciones del mundo vol 2,below_min_track_count,1,0,6
lata,lata,below_min_track_count,1,1,0
late romantic era,late romantic era,below_min_track_count,1,1,0
latin christian christmas,latin christian christmas,below_min_track_count,1,0,1
latin country,latin country,below_min_track_count,1,1,1
latin ska,latin ska,below_min_track_count,1,1,0
latin soul,latin soul,below_min_track_count,1,0,5
latin tech,latin tech,below_min_track_count,1,0,1
latinx alternative,latinx alternative,below_min_track_count,1,1,0
lds instrumental,lds instrumental,below_min_track_count,1,1,0
le tigre,le tigre,below_min_track_count,1,0,1
lead dancer,lead dancer,below_min_track_count,1,0,1
leeds indie,leeds indie,below_min_track_count,1,1,0
left-field house,left-field house,below_min_track_count,1,0,1
leipzig,leipzig,below_min_track_count,1,0,1
leipzig indie,leipzig indie,below_min_track_count,1,1,0
lester,lester,below_min_track_count,1,0,1
let it go,let it go,below_min_track_count,1,0,1
lil noodle,lil noodle,below_min_track_count,1,0,1
linndrum,linndrum,below_min_track_count,1,0,1
listen on homepage while adding releases,listen on homepage while adding releases,below_min_track_count,1,0,10
lithuanian funk,lithuanian funk,below_min_track_count,1,0,5
little rock indie,little rock indie,below_min_track_count,1,1,0
lo star,lo star,below_min_track_count,1,1,0
lo-fi cover,lo-fi cover,below_min_track_count,1,1,0
lo-fi jazzhop,lo-fi jazzhop,below_min_track_count,1,1,0
lo-fi pop,lo-fi pop,below_min_track_count,1,0,1
lo-fi study,lo-fi study,below_min_track_count,1,1,0
lodovica comello,lodovica comello,below_min_track_count,1,0,1
long songs,long songs,below_min_track_count,1,0,1
look at us,look at us,below_min_track_count,1,0,8
loops,loops,below_min_track_count,1,0,1
lord of the rings,lord of the rings,below_min_track_count,1,0,3
loucifer,loucifer,below_min_track_count,1,0,1
loud kei,loud kei,below_min_track_count,1,0,1
louder,louder,below_min_track_count,1,0,1
louie garafolo,louie garafolo,below_min_track_count,1,0,1
louieallthetime,louieallthetime,below_min_track_count,1,0,1
louis garafolo,louis garafolo,below_min_track_count,1,0,1
louisville indie,louisville indie,below_min_track_count,1,1,0
louvor icm,louvor icm,below_min_track_count,1,1,0
lowercase,lowercase,below_min_track_count,1,0,2
lucky daye,lucky daye,below_min_track_count,1,0,1
luxembourgian hip hop,luxembourgian hip hop,below_min_track_count,1,1,0
lyrics,lyrics,below_min_track_count,1,0,1
m7md mood,m7md mood,below_min_track_count,1,0,1
