Genre,TrackCount,PrimaryFamily,PrimaryWeight,PrimaryConfidence,Reason
melodic,112,,0.0,,no_primary_family
symphony,112,,0.0,,no_primary_family
trap dominicano,112,hip_hop,0.45,fallback,untrusted_fallback
egyptian alternative,111,,0.0,,no_primary_family
neo-psychedelic,111,,0.0,,no_primary_family
pop-punk,111,pop,0.45,fallback,untrusted_fallback
lustrum,110,,0.0,,no_primary_family
dark r & b,109,,0.0,,no_primary_family
electro-disco,109,electronic,0.45,fallback,untrusted_fallback
lullaby,109,,0.0,,no_primary_family
norwegian,109,,0.0,,no_primary_family
austropop,108,pop,0.45,fallback,untrusted_fallback
contemporary rnb,108,,0.0,,no_primary_family
detroit,108,,0.0,,no_primary_family
j-rap,108,hip_hop,0.45,fallback,untrusted_fallback
malaysian mandopop,108,pop,0.45,fallback,untrusted_fallback
michael-jackson,108,,0.0,,no_primary_family
polish,108,,0.0,,no_primary_family
southern soul,108,rnb_soul,0.45,fallback,untrusted_fallback
austrian,107,,0.0,,no_primary_family
bassline,107,,0.0,,no_primary_family
rapcore,107,hip_hop,0.45,fallback,untrusted_fallback
rock uruguayo,107,rock,0.45,fallback,untrusted_fallback
want to listen,107,,0.0,,no_primary_family
actors,106,,0.0,,no_primary_family
argentine telepop,106,pop,0.45,fallback,untrusted_fallback
drone,106,,0.0,,no_primary_family
eletronic,106,,0.0,,no_primary_family
female vocal,106,,0.0,,no_primary_family
zhongguo feng,106,,0.0,,no_primary_family
drift phonk,105,hip_hop,0.45,fallback,untrusted_fallback
gufeng,105,,0.0,,no_primary_family
energetic,104,,0.0,,no_primary_family
neo-synthpop,104,pop,0.45,fallback,untrusted_fallback
epic,103,,0.0,,no_primary_family
honky-tonk,103,,0.0,,no_primary_family
madchester,103,,0.0,,no_primary_family
eminem,102,,0.0,,no_primary_family
italian singer-songwriter,102,country_folk,0.45,fallback,untrusted_fallback
romanian singer,102,,0.0,,no_primary_family
classical period,101,classical,0.45,fallback,untrusted_fallback
colombia,101,,0.0,,no_primary_family
dirty south,101,,0.0,,no_primary_family
latin r & b,101,,0.0,,no_primary_family
timba,101,,0.0,,no_primary_family
8 mile,100,,0.0,,no_primary_family
bongo piano,100,,0.0,,no_primary_family
detroit hip-hop,100,,0.0,,no_primary_family
kun,100,,0.0,,no_primary_family
midwest hip-hop,100,,0.0,,no_primary_family
v,100,,0.0,,no_primary_family
actor,99,,0.0,,no_primary_family
british soul,99,rnb_soul,0.45,fallback,untrusted_fallback
celtic,99,,0.0,,no_primary_family
pagode novo,99,brazilian,0.45,fallback,untrusted_fallback
symphonic prog,99,,0.0,,no_primary_family
west coast hip-hop,99,,0.0,,no_primary_family
afrogospel,98,gospel_spiritual,0.45,fallback,untrusted_fallback
death by suicide,98,,0.0,,no_primary_family
icelandic indie,98,,0.0,,no_primary_family
lithuanian indie,98,,0.0,,no_primary_family
oyun havasi,98,,0.0,,no_primary_family
shaabi,98,middle_eastern,0.45,fallback,untrusted_fallback
television music,98,,0.0,,no_primary_family
complete,97,,0.0,,no_primary_family
melodic metalcore,97,metal,0.45,fallback,untrusted_fallback
sonata,97,,0.0,,no_primary_family
talentkonkurranse,97,,0.0,,no_primary_family
magyar alternative,96,,0.0,,no_primary_family
nu-metal,96,metal,0.45,fallback,untrusted_fallback
dark ambient,95,electronic,0.45,fallback,untrusted_fallback
kundiman,95,,0.0,,no_primary_family
ratchet music,95,,0.0,,no_primary_family
colombian,94,,0.0,,no_primary_family
schlagerparty,94,,0.0,,no_primary_family
spoken word,93,,0.0,,no_primary_family
vocal,93,,0.0,,no_primary_family
alt-pop,92,pop,0.45,fallback,untrusted_fallback
vallenato moderno,92,latin_tropical,0.45,fallback,untrusted_fallback
hong kong indie,91,,0.0,,no_primary_family
n,91,,0.0,,no_primary_family
5th gen k-pop,90,pop,0.45,fallback,untrusted_fallback
conductor,90,,0.0,,no_primary_family
hardcore,90,metal,0.45,fallback,untrusted_fallback
noise,90,,0.0,,no_primary_family
atlantico,89,,0.0,,no_primary_family
avant-garde,89,,0.0,,no_primary_family
barranquilla,89,,0.0,,no_primary_family
bay area,89,,0.0,,no_primary_family
chapel,89,,0.0,,no_primary_family
a cappella,88,,0.0,,no_primary_family
bridge,88,,0.0,,no_primary_family
christmas singles,88,,0.0,,no_primary_family
german r & b,88,,0.0,,no_primary_family
icelandic singer-songwriter,88,country_folk,0.45,fallback,untrusted_fallback
immortality,88,,0.0,,no_primary_family
nwobhm,88,,0.0,,no_primary_family
romantic,88,,0.0,,no_primary_family
synthwave,88,,0.0,,no_primary_family
twenty,88,,0.0,,no_primary_family
berlin,87,,0.0,,no_primary_family
classic country,87,country_folk,0.45,fallback,untrusted_fallback
future garage,87,bass_music,0.45,fallback,untrusted_fallback
pop worship,87,gospel_spiritual,0.45,fallback,untrusted_fallback
swedish singer-songwriter,87,country_folk,0.45,fallback,untrusted_fallback
viral afropop,87,african,0.45,fallback,untrusted_fallback
bulgarian,86,,0.0,,no_primary_family
cousin in trinidad wont get the vaccine,86,,0.0,,no_primary_family
emo-pop,86,pop,0.45,fallback,untrusted_fallback
jersey club,86,,0.0,,no_primary_family
new rave,86,,0.0,,no_primary_family
trip-hop,86,,0.0,,no_primary_family
axe,85,,0.0,,no_primary_family
barcadi,85,,0.0,,no_primary_family
deconstructed club,85,,0.0,,no_primary_family
norwegian indie,85,,0.0,,no_primary_family
rock viet,85,rock,0.45,fallback,untrusted_fallback
alternative electronic,84,electronic,0.45,fallback,untrusted_fallback
death by knife,84,,0.0,,no_primary_family
euro-pop,84,pop,0.45,fallback,untrusted_fallback
melbourne bounce,84,,0.0,,no_primary_family
theatre,84,,0.0,,no_primary_family
latin american,83,,0.0,,no_primary_family
nature,83,,0.0,,no_primary_family
norsk,83,,0.0,,no_primary_family
tamil indie,83,world_asian,0.45,fallback,untrusted_fallback
urbano mexicano,83,,0.0,,no_primary_family
champeta,82,,0.0,,no_primary_family
death by gun,82,,0.0,,no_primary_family
favourite,82,,0.0,,no_primary_family
folktronica,82,country_folk,0.45,fallback,untrusted_fallback
icelandic electronic,82,electronic,0.45,fallback,untrusted_fallback
japanese indie,82,,0.0,,no_primary_family
video,82,,0.0,,no_primary_family
alphaville,81,,0.0,,no_primary_family
australian electropop,81,electronic,0.45,fallback,untrusted_fallback
euro-dance,81,,0.0,,no_primary_family
euro-rock,81,rock,0.45,fallback,untrusted_fallback
italo disco,81,,0.0,,no_primary_family
pluggnb,81,,0.0,,no_primary_family
post-metal,81,metal,0.45,fallback,untrusted_fallback
rap canario,81,hip_hop,0.45,fallback,untrusted_fallback
rap sardegna,81,hip_hop,0.45,fallback,untrusted_fallback
anitta,80,,0.0,,no_primary_family
escape room,80,,0.0,,no_primary_family
greek,80,,0.0,,no_primary_family
k-rock,80,rock,0.45,fallback,untrusted_fallback
kleinkunst,80,,0.0,,no_primary_family
belly dance,79,,0.0,,no_primary_family
funkot,79,,0.0,,no_primary_family
honky tonk,79,,0.0,,no_primary_family
lagu timur,79,,0.0,,no_primary_family
mass,79,,0.0,,no_primary_family
non-music,79,,0.0,,no_primary_family
retro soul,79,rnb_soul,0.45,fallback,untrusted_fallback
cadbury sisters,78,,0.0,,no_primary_family
contemporary r b,78,,0.0,,no_primary_family
do not merge,78,,0.0,,no_primary_family
eclectic,78,,0.0,,no_primary_family
emo-trap,78,hip_hop,0.45,fallback,untrusted_fallback
finnish indie,78,,0.0,,no_primary_family
needs merging,78,,0.0,,no_primary_family
nu emo,78,rock,0.45,fallback,untrusted_fallback
pop r & b,78,pop,0.45,fallback,untrusted_fallback
rock opera,78,classical,0.45,fallback,untrusted_fallback
sound ideas 6000 aviation 2,78,,0.0,,no_primary_family
why has this not been merged yet,78,,0.0,,no_primary_family
ar-rahman,77,,0.0,,no_primary_family
cham cham,77,,0.0,,no_primary_family
clean up,77,,0.0,,no_primary_family
composition,77,,0.0,,no_primary_family
female vocalists,77,,0.0,,no_primary_family
hi-nrg,77,,0.0,,no_primary_family
huayno,77,,0.0,,no_primary_family
lame,77,,0.0,,no_primary_family
lil baby,77,,0.0,,no_primary_family
pop rap brasileiro,77,hip_hop,0.45,fallback,untrusted_fallback
sapes comme jamais,77,,0.0,,no_primary_family
sheilat,77,,0.0,,no_primary_family
sober,77,,0.0,,no_primary_family
classic iskelma,76,,0.0,,no_primary_family
bootleg,75,,0.0,,no_primary_family
jazz-rock,75,jazz_blues,0.45,fallback,untrusted_fallback
lo-fi beats,75,,0.0,,no_primary_family
poland,75,,0.0,,no_primary_family
requiem,75,,0.0,,no_primary_family
baltic post-punk,74,rock,0.45,fallback,untrusted_fallback
barbade,74,,0.0,,no_primary_family
barbadian,74,,0.0,,no_primary_family
barbadien,74,,0.0,,no_primary_family
barbados,74,,0.0,,no_primary_family
c'etait mieux avant,74,,0.0,,no_primary_family
campirano,74,,0.0,,no_primary_family
hip hop quebecois,74,hip_hop,0.45,fallback,untrusted_fallback
piano,74,,0.0,,no_primary_family
q-pop,74,pop,0.45,fallback,untrusted_fallback
rehab,74,,0.0,,no_primary_family
rihanna,74,,0.0,,no_primary_family
swedish,74,,0.0,,no_primary_family
traditional country,74,country_folk,0.45,fallback,untrusted_fallback
20th century,73,,0.0,,no_primary_family
acoustic,73,,0.0,,no_primary_family
gabber,73,,0.0,,no_primary_family
garage rock revival,73,bass_music,0.45,fallback,untrusted_fallback
political,73,,0.0,,no_primary_family
rap siciliano,73,hip_hop,0.45,fallback,untrusted_fallback
trap colombiano,73,hip_hop,0.45,fallback,untrusted_fallback
writer,73,,0.0,,no_primary_family
つんく♂フロテュース,73,,0.0,,no_primary_family
ascanio in alba,72,,0.0,,no_primary_family
bikutsi,72,,0.0,,no_primary_family
campirano-banda,72,regional_mexican,0.45,fallback,untrusted_fallback
chinese,72,,0.0,,no_primary_family
complete mozart edition,72,,0.0,,no_primary_family
dj,72,,0.0,,no_primary_family
film,72,,0.0,,no_primary_family
gould,72,,0.0,,no_primary_family
jamaican,72,,0.0,,no_primary_family
karl ristenpart,72,,0.0,,no_primary_family
late symphonies,72,,0.0,,no_primary_family
melancholic,72,,0.0,,no_primary_family
norteno-banda,72,regional_mexican,0.45,fallback,untrusted_fallback
not acoustic,72,,0.0,,no_primary_family
not aggressive,72,,0.0,,no_primary_family
not sad,72,,0.0,,no_primary_family
rothenberger,72,,0.0,,no_primary_family
series-mozart-complete works-philips,72,,0.0,,no_primary_family
trap queen,72,hip_hop,0.45,fallback,untrusted_fallback
volume 15,72,,0.0,,no_primary_family
aussietronica,71,,0.0,,no_primary_family
dance-punk,71,rock,0.45,fallback,untrusted_fallback
doujin,71,,0.0,,no_primary_family
eurovision,71,,0.0,,no_primary_family
hollands,71,,0.0,,no_primary_family
israeli singer-songwriter,71,country_folk,0.45,fallback,untrusted_fallback
nederlandse hardstyle,71,,0.0,,no_primary_family
new zealand,71,,0.0,,no_primary_family
oxford,71,,0.0,,no_primary_family
plena uruguaya,71,,0.0,,no_primary_family
plugg,71,,0.0,,no_primary_family
polka,71,,0.0,,no_primary_family
post-industrial,71,,0.0,,no_primary_family
r & b italiano,71,,0.0,,no_primary_family
singaporean singer-songwriter,71,country_folk,0.45,fallback,untrusted_fallback
cantata,70,,0.0,,no_primary_family
fictional,70,,0.0,,no_primary_family
j-division,70,,0.0,,no_primary_family
reggae uruguayo,70,caribbean,0.45,fallback,untrusted_fallback
screamo,70,,0.0,,no_primary_family
yolandita monge,70,,0.0,,no_primary_family
alliteration,69,,0.0,,no_primary_family
arranger,69,,0.0,,no_primary_family
australien,69,,0.0,,no_primary_family
bebop,69,,0.0,,no_primary_family
bubblegum bass,69,,0.0,,no_primary_family
funktronica,69,,0.0,,no_primary_family
hardstyle,69,,0.0,,no_primary_family
horror,69,,0.0,,no_primary_family
melodipop,69,pop,0.45,fallback,untrusted_fallback
mundart,69,,0.0,,no_primary_family
roxette,69,,0.0,,no_primary_family
the greatest,69,,0.0,,no_primary_family
turbo-folk,69,country_folk,0.45,fallback,untrusted_fallback
britrock,68,rock,0.45,fallback,untrusted_fallback
classical crossover,68,classical,0.45,fallback,untrusted_fallback
danish electronic,68,electronic,0.45,fallback,untrusted_fallback
dylan bootleg series,68,,0.0,,no_primary_family
greenwich village scene,68,,0.0,,no_primary_family
lagu jawa,68,,0.0,,no_primary_family
lolicore,68,,0.0,,no_primary_family
musica tropical,68,latin_tropical,0.45,fallback,untrusted_fallback
new grave,68,,0.0,,no_primary_family
nude,68,,0.0,,no_primary_family
pc music,68,,0.0,,no_primary_family
pledging my time,68,,0.0,,no_primary_family
polish alternative,68,,0.0,,no_primary_family
rare,68,,0.0,,no_primary_family
russian electronic,68,electronic,0.45,fallback,untrusted_fallback
sacred cows,68,,0.0,,no_primary_family
siple twist of fate,68,,0.0,,no_primary_family
teater konsert,68,,0.0,,no_primary_family
best,67,,0.0,,no_primary_family
birmingham,67,,0.0,,no_primary_family
dancefloor dnb,67,,0.0,,no_primary_family
dutch indie,67,,0.0,,no_primary_family
emo rap italiano,67,hip_hop,0.45,fallback,untrusted_fallback
hyphy,67,,0.0,,no_primary_family
mexican indie,67,,0.0,,no_primary_family
mexico,67,,0.0,,no_primary_family
rhythmic,67,,0.0,,no_primary_family
rock-and-roll,67,rock,0.45,fallback,untrusted_fallback
gym phonk,66,hip_hop,0.45,fallback,untrusted_fallback
hello project,66,,0.0,,no_primary_family
irish,66,,0.0,,no_primary_family
latin indie,66,,0.0,,no_primary_family
organist,66,,0.0,,no_primary_family
rap boricua,66,hip_hop,0.45,fallback,untrusted_fallback
tryt,66,,0.0,,no_primary_family
gen z singer-songwriter,65,country_folk,0.45,fallback,untrusted_fallback
latin dance,65,,0.0,,no_primary_family
texas,65,,0.0,,no_primary_family
afrikaans,64,,0.0,,no_primary_family
australie,64,,0.0,,no_primary_family
batak,64,,0.0,,no_primary_family
darkwave,64,,0.0,,no_primary_family
edit,64,,0.0,,no_primary_family
funk de bh,64,,0.0,,no_primary_family
girlpower,64,,0.0,,no_primary_family
on writing,64,,0.0,,no_primary_family
swedish synthpop,64,pop,0.45,fallback,untrusted_fallback
tekk,64,,0.0,,no_primary_family
uk contemporary r & b,64,,0.0,,no_primary_family
britney spears,63,,0.0,,no_primary_family
edge of glory,63,,0.0,,no_primary_family
gata rahe mera dil,63,,0.0,,no_primary_family
neue deutsche welle,63,,0.0,,no_primary_family
saxx dreams,63,,0.0,,no_primary_family
scandinavian r & b,63,,0.0,,no_primary_family
the fame,63,,0.0,,no_primary_family
vocaloid,63,,0.0,,no_primary_family
bubblegum dance,62,,0.0,,no_primary_family
classic mandopop,62,pop,0.45,fallback,untrusted_fallback
dansband,62,,0.0,,no_primary_family
nashville sound,62,,0.0,,no_primary_family
punta,62,,0.0,,no_primary_family
big beat,61,,0.0,,no_primary_family
chill,61,,0.0,,no_primary_family
girl crush,61,,0.0,,no_primary_family
hello project groups,61,,0.0,,no_primary_family
hello project kids,61,,0.0,,no_primary_family
nigo,61,,0.0,,no_primary_family
r & b brasileiro,61,,0.0,,no_primary_family
rap criolo,61,hip_hop,0.45,fallback,untrusted_fallback
acoustic country,60,country_folk,0.45,fallback,untrusted_fallback
cubaton,60,,0.0,,no_primary_family
fado,60,,0.0,,no_primary_family
indie dance,60,,0.0,,no_primary_family
j-acoustic,60,,0.0,,no_primary_family
lithuanian electronic,60,electronic,0.45,fallback,untrusted_fallback
old school thrash,60,,0.0,,no_primary_family
rumba,60,,0.0,,no_primary_family
shocking,60,,0.0,,no_primary_family
birmingham grime,59,hip_hop,0.45,fallback,untrusted_fallback
british-american,59,,0.0,,no_primary_family
caesar,59,,0.0,,no_primary_family
classic oklahoma country,59,country_folk,0.45,fallback,untrusted_fallback
dance music,59,,0.0,,no_primary_family
daniel,59,,0.0,,no_primary_family
death by diabetes,59,,0.0,,no_primary_family
fleetwood mac,59,,0.0,,no_primary_family
gospel r & b,59,gospel_spiritual,0.45,fallback,untrusted_fallback
japanese electropop,59,electronic,0.45,fallback,untrusted_fallback
liquid funk,59,,0.0,,no_primary_family
party,59,,0.0,,no_primary_family
philly soul,59,rnb_soul,0.45,fallback,untrusted_fallback
puerto rico,59,,0.0,,no_primary_family
swedish soul,59,rnb_soul,0.45,fallback,untrusted_fallback
toronto,59,,0.0,,no_primary_family
warp,59,,0.0,,no_primary_family
belgian indie,58,,0.0,,no_primary_family
etherpop,58,pop,0.45,fallback,untrusted_fallback
indie quebecois,58,,0.0,,no_primary_family
new york,58,,0.0,,no_primary_family
rap fr,58,hip_hop,0.45,fallback,untrusted_fallback
absolute,57,,0.0,,no_primary_family
chinese singer-songwriter,57,country_folk,0.45,fallback,untrusted_fallback
deathcore,57,,0.0,,no_primary_family
doo-wop,57,,0.0,,no_primary_family
doujin circle,57,,0.0,,no_primary_family
instrumental grime,57,hip_hop,0.45,fallback,untrusted_fallback
italian alternative,57,,0.0,,no_primary_family
pop chileno,57,pop,0.45,fallback,untrusted_fallback
progressive folk,57,country_folk,0.45,fallback,untrusted_fallback
psychedelic soul,57,rnb_soul,0.45,fallback,untrusted_fallback
suomirap,57,hip_hop,0.45,fallback,untrusted_fallback
bubblegum,56,,0.0,,no_primary_family
classic cantopop,56,pop,0.45,fallback,untrusted_fallback
folk brasileiro,56,country_folk,0.45,fallback,untrusted_fallback
norwegian singer-songwriter,56,country_folk,0.45,fallback,untrusted_fallback
argentine indie,55,,0.0,,no_primary_family
domino,55,,0.0,,no_primary_family
drill chileno,55,hip_hop,0.45,fallback,untrusted_fallback
gamer,55,,0.0,,no_primary_family
hungarian edm,55,electronic,0.45,fallback,untrusted_fallback
levenslied,55,,0.0,,no_primary_family
northern soul,55,rnb_soul,0.45,fallback,untrusted_fallback
sheffield,55,,0.0,,no_primary_family
134a,54,,0.0,,no_primary_family
alternative hip-hop,54,,0.0,,no_primary_family
bach,54,,0.0,,no_primary_family
bach double violin concerto,54,classical,0.45,fallback,untrusted_fallback
bertalan hock,54,,0.0,,no_primary_family
cantata 147,54,,0.0,,no_primary_family
euro-disco,54,,0.0,,no_primary_family
free improvisation,54,,0.0,,no_primary_family
german singer-songwriter,54,country_folk,0.45,fallback,untrusted_fallback
gothenburg indie,54,,0.0,,no_primary_family
gramophone selection,54,,0.0,,no_primary_family
helmut walcha,54,,0.0,,no_primary_family
italian composer,54,,0.0,,no_primary_family
lgbtqi,54,,0.0,,no_primary_family
lithuanian edm,54,electronic,0.45,fallback,untrusted_fallback
maluku,54,,0.0,,no_primary_family
mathauspassion,54,,0.0,,no_primary_family
melbourne bounce international,54,,0.0,,no_primary_family
motet,54,,0.0,,no_primary_family
rap conciencia,54,hip_hop,0.45,fallback,untrusted_fallback
six,54,,0.0,,no_primary_family
turkish alternative,54,,0.0,,no_primary_family
vaporwave,54,,0.0,,no_primary_family
vox,54,,0.0,,no_primary_family
wagner,54,,0.0,,no_primary_family
a,53,,0.0,,no_primary_family
afrofuturismo brasileiro,53,,0.0,,no_primary_family
anthemic,53,,0.0,,no_primary_family
christian r & b,53,gospel_spiritual,0.45,fallback,untrusted_fallback
global warming meltdown,53,,0.0,,no_primary_family
look again,53,,0.0,,no_primary_family
maltido,53,,0.0,,no_primary_family
pitbull,53,,0.0,,no_primary_family
secret,53,,0.0,,no_primary_family
tell me,53,,0.0,,no_primary_family
trova,53,,0.0,,no_primary_family
alternative hardcore,52,metal,0.45,fallback,untrusted_fallback
belgian dance,52,,0.0,,no_primary_family
classical piano,52,classical,0.45,fallback,untrusted_fallback
death by airplane,52,,0.0,,no_primary_family
fail,52,,0.0,,no_primary_family
gg,52,,0.0,,no_primary_family
melancholia,52,,0.0,,no_primary_family
millennial,52,,0.0,,no_primary_family
musique regionale mexicaine,52,,0.0,,no_primary_family
nederreggae,52,caribbean,0.45,fallback,untrusted_fallback
north african,52,,0.0,,no_primary_family
proto-punk,52,rock,0.45,fallback,untrusted_fallback
rap montrealais,52,hip_hop,0.45,fallback,untrusted_fallback
rap uruguayo,52,hip_hop,0.45,fallback,untrusted_fallback
algerian,51,,0.0,,no_primary_family
danspunk,51,rock,0.45,fallback,untrusted_fallback
dark,51,,0.0,,no_primary_family
fergie,51,,0.0,,no_primary_family
finnish,51,,0.0,,no_primary_family
francais,51,,0.0,,no_primary_family
heavy,51,,0.0,,no_primary_family
kavkaz,51,,0.0,,no_primary_family
kevin haden,51,,0.0,,no_primary_family
melodic hardcore,51,metal,0.45,fallback,untrusted_fallback
memphis soul,51,rnb_soul,0.45,fallback,untrusted_fallback
rock kapak,51,rock,0.45,fallback,untrusted_fallback
sound recording executives and producers,51,,0.0,,no_primary_family
sweden,51,,0.0,,no_primary_family
turkce slow sarkilar,51,,0.0,,no_primary_family
uplifting,51,,0.0,,no_primary_family
vietnamese bolero,51,latin_tropical,0.45,fallback,untrusted_fallback
will i am,51,,0.0,,no_primary_family
同人,51,,0.0,,no_primary_family
同人サークル,51,,0.0,,no_primary_family
awesome,50,,0.0,,no_primary_family
falcom,50,,0.0,,no_primary_family
funk bh,50,,0.0,,no_primary_family
grindcore,50,,0.0,,no_primary_family
gruperas inmortales,50,regional_mexican,0.45,fallback,untrusted_fallback
indonesian folk,50,country_folk,0.45,fallback,untrusted_fallback
medieval,50,,0.0,,no_primary_family
pop quebecois,50,pop,0.45,fallback,untrusted_fallback
south african pop dance,50,pop,0.45,fallback,untrusted_fallback
volkspop,50,pop,0.45,fallback,untrusted_fallback
american composer,49,,0.0,,no_primary_family
arab alternative,49,middle_eastern,0.45,fallback,untrusted_fallback
dvd,49,,0.0,,no_primary_family
folklore argentino,49,country_folk,0.45,fallback,untrusted_fallback
funk rock tributo,49,rock,0.45,fallback,untrusted_fallback
krautrock,49,rock,0.45,fallback,untrusted_fallback
maloya,49,,0.0,,no_primary_family
neue deutsche harte,49,,0.0,,no_primary_family
praise & worship,49,gospel_spiritual,0.45,fallback,untrusted_fallback
rap underground espanol,49,hip_hop,0.45,fallback,untrusted_fallback
rapist,49,hip_hop,0.45,fallback,untrusted_fallback
rave,49,,0.0,,no_primary_family
sillyname,49,,0.0,,no_primary_family
ska argentino,49,,0.0,,no_primary_family
zhenskiy rep,49,,0.0,,no_primary_family
algerian chaabi,48,,0.0,,no_primary_family
alternative folk,48,country_folk,0.45,fallback,untrusted_fallback
automod ng,48,,0.0,,no_primary_family
awe︎some,48,,0.0,,no_primary_family
country dawn,48,country_folk,0.45,fallback,untrusted_fallback
dangerous,48,,0.0,,no_primary_family
deutschrock,48,rock,0.45,fallback,untrusted_fallback
dnace-pop,48,pop,0.45,fallback,untrusted_fallback
field recording,48,,0.0,,no_primary_family
francophone,48,,0.0,,no_primary_family
happy hardcore,48,metal,0.45,fallback,untrusted_fallback
irish singer-songwriter,48,country_folk,0.45,fallback,untrusted_fallback
karadeniz folk,48,country_folk,0.45,fallback,untrusted_fallback
korean ost,48,,0.0,,no_primary_family
miley-cyrus,48,,0.0,,no_primary_family
norwegian country,48,country_folk,0.45,fallback,untrusted_fallback
senegalese-american,48,,0.0,,no_primary_family
torch song,48,,0.0,,no_primary_family
uk bass,48,,0.0,,no_primary_family
uk r & b,48,,0.0,,no_primary_family
vinyl,48,,0.0,,no_primary_family
guitarists,47,,0.0,,no_primary_family
homophobe,47,,0.0,,no_primary_family
horspiel,47,,0.0,,no_primary_family
j-poprock,47,pop,0.45,fallback,untrusted_fallback
lick,47,,0.0,,no_primary_family
multi-instrumentalist,47,,0.0,,no_primary_family
musician,47,,0.0,,no_primary_family
new french touch,47,,0.0,,no_primary_family
nordnorsk musikk,47,,0.0,,no_primary_family
parang,47,,0.0,,no_primary_family
remixes,47,,0.0,,no_primary_family
rocksteady,47,rock,0.45,fallback,untrusted_fallback
tiesto traffic,47,,0.0,,no_primary_family
trap metal italiana,47,hip_hop,0.45,fallback,untrusted_fallback
twerk,47,,0.0,,no_primary_family
worldbeat,47,,0.0,,no_primary_family
beatlesque,46,,0.0,,no_primary_family
chill r & b,46,,0.0,,no_primary_family
djent,46,metal,0.45,fallback,untrusted_fallback
japanese soul,46,rnb_soul,0.45,fallback,untrusted_fallback
kermis,46,,0.0,,no_primary_family
long title,46,,0.0,,no_primary_family
minimalism,46,,0.0,,no_primary_family
polish indie,46,,0.0,,no_primary_family
rap motywacja,46,hip_hop,0.45,fallback,untrusted_fallback
russian rave,46,,0.0,,no_primary_family
ukrainian indie,46,middle_eastern,0.45,fallback,untrusted_fallback
icelandic folk,45,country_folk,0.45,fallback,untrusted_fallback
modern,45,,0.0,,no_primary_family
reparto,45,,0.0,,no_primary_family
surf,45,,0.0,,no_primary_family
symphonies,45,,0.0,,no_primary_family
traditional folk,45,country_folk,0.45,fallback,untrusted_fallback
2 pac,44,,0.0,,no_primary_family
above the rim,44,,0.0,,no_primary_family
also fail,44,,0.0,,no_primary_family
california gurls,44,,0.0,,no_primary_family
camp,44,,0.0,,no_primary_family
canadian indie,44,,0.0,,no_primary_family
chesty,44,,0.0,,no_primary_family
cowpunk,44,rock,0.45,fallback,untrusted_fallback
cute,44,,0.0,,no_primary_family
eastcoast killa,44,,0.0,,no_primary_family
failfail,44,,0.0,,no_primary_family
french singer,44,,0.0,,no_primary_family
gaaaaaayyyyyyyyy,44,,0.0,,no_primary_family
gaymeme,44,,0.0,,no_primary_family
hipdut,44,,0.0,,no_primary_family
im gay if i am shut up,44,,0.0,,no_primary_family
im gay if i am⸲ shut up,44,,0.0,,no_primary_family
international,44,,0.0,,no_primary_family
japanese r & b,44,,0.0,,no_primary_family
jazz-funk,44,jazz_blues,0.45,fallback,untrusted_fallback
katy perry,44,,0.0,,no_primary_family
katy perry is gay,44,,0.0,,no_primary_family
katy pery is dumb,44,,0.0,,no_primary_family
lame lame lame lame,44,,0.0,,no_primary_family
london,44,,0.0,,no_primary_family
manchester,44,,0.0,,no_primary_family
megafail,44,,0.0,,no_primary_family
megalmaestupiddumb,44,,0.0,,no_primary_family
nope still fail,44,,0.0,,no_primary_family
pop paraguayo,44,pop,0.45,fallback,untrusted_fallback
srsly whats wrong with beign gay,44,,0.0,,no_primary_family
still fail,44,,0.0,,no_primary_family
temor a la muerte,44,rock,0.45,fallback,untrusted_fallback
total fail,44,,0.0,,no_primary_family
touhou,44,,0.0,,no_primary_family
uncool,44,,0.0,,no_primary_family
unil the end of time,44,,0.0,,no_primary_family
ur so faaaail,44,,0.0,,no_primary_family
ur so fail,44,,0.0,,no_primary_family
ur so lame,44,,0.0,,no_primary_family
‟ur so fail”,44,,0.0,,no_primary_family
東方project,44,,0.0,,no_primary_family
acting,43,,0.0,,no_primary_family
bases de freestyle,43,,0.0,,no_primary_family
deep pop edm,43,electronic,0.45,fallback,untrusted_fallback
funk viral,43,,0.0,,no_primary_family
italia,43,,0.0,,no_primary_family
javanese dangdut,43,,0.0,,no_primary_family
latvian,43,,0.0,,no_primary_family
lilith,43,,0.0,,no_primary_family
ominous,43,,0.0,,no_primary_family
pakistani,43,,0.0,,no_primary_family
pakistani indie,43,,0.0,,no_primary_family
phonk brasileiro,43,hip_hop,0.45,fallback,untrusted_fallback
pixel,43,,0.0,,no_primary_family
playful,43,,0.0,,no_primary_family
proto-prog,43,,0.0,,no_primary_family
russian hyperpop,43,pop,0.45,fallback,untrusted_fallback
texas country,43,country_folk,0.45,fallback,untrusted_fallback
turkish folk,43,country_folk,0.45,fallback,untrusted_fallback
black sabbath,42,,0.0,,no_primary_family
bombastic,42,,0.0,,no_primary_family
british singer-songwriter,42,country_folk,0.45,fallback,untrusted_fallback
canadian singer-songwriter,42,country_folk,0.45,fallback,untrusted_fallback
deboxe,42,,0.0,,no_primary_family
french composer,42,,0.0,,no_primary_family
funk 150 bpm,42,,0.0,,no_primary_family
glorious,42,,0.0,,no_primary_family
indie r & b,42,,0.0,,no_primary_family
kind of magic,42,,0.0,,no_primary_family
