Genre,TrackCount,PrimaryFamily,PrimaryWeight,PrimaryConfidence,Reason
brooklyn indie,18,,0.0,,no_primary_family
celtic new age,18,,0.0,,no_primary_family
chill phonk,18,hip_hop,0.45,fallback,untrusted_fallback
chillstep,18,,0.0,,no_primary_family
city,18,,0.0,,no_primary_family
danish electropop,18,electronic,0.45,fallback,untrusted_fallback
drumless,18,,0.0,,no_primary_family
enya,18,,0.0,,no_primary_family
fantezi,18,,0.0,,no_primary_family
heavy psych,18,,0.0,,no_primary_family
house music,18,house,0.45,fallback,untrusted_fallback
hustle,18,,0.0,,no_primary_family
indie electronic,18,electronic,0.45,fallback,untrusted_fallback
indie surf,18,,0.0,,no_primary_family
juju,18,,0.0,,no_primary_family
las vegas,18,,0.0,,no_primary_family
mande,18,,0.0,,no_primary_family
morelos indie,18,,0.0,,no_primary_family
northern irish,18,,0.0,,no_primary_family
ostmetal,18,metal,0.45,fallback,untrusted_fallback
rap df,18,hip_hop,0.45,fallback,untrusted_fallback
russian post-punk,18,rock,0.45,fallback,untrusted_fallback
sad lo-fi,18,,0.0,,no_primary_family
seoul,18,,0.0,,no_primary_family
speedrun,18,,0.0,,no_primary_family
tropicalia,18,latin_tropical,0.45,fallback,untrusted_fallback
urbano ecuatoriano,18,,0.0,,no_primary_family
2nd gen k-pop,17,pop,0.45,fallback,untrusted_fallback
anniversary,17,,0.0,,no_primary_family
avant-pop,17,pop,0.45,fallback,untrusted_fallback
blackgaze,17,,0.0,,no_primary_family
cedm,17,electronic,0.45,fallback,untrusted_fallback
country christian,17,country_folk,0.45,fallback,untrusted_fallback
darksynth,17,,0.0,,no_primary_family
death by cardiac arrest,17,,0.0,,no_primary_family
death by covid-19,17,,0.0,,no_primary_family
deep soul,17,rnb_soul,0.45,fallback,untrusted_fallback
discogs,17,,0.0,,no_primary_family
drake,17,,0.0,,no_primary_family
duo,17,,0.0,,no_primary_family
estonian indie,17,,0.0,,no_primary_family
eurotrance,17,trance,0.45,fallback,untrusted_fallback
finnish electro,17,electronic,0.45,fallback,untrusted_fallback
hong kong cultural icon,17,,0.0,,no_primary_family
huzunlu sarkilar,17,,0.0,,no_primary_family
inna,17,,0.0,,no_primary_family
iswcs pending,17,,0.0,,no_primary_family
jam,17,,0.0,,no_primary_family
james scutt,17,,0.0,,no_primary_family
karneval,17,,0.0,,no_primary_family
kingston on indie,17,,0.0,,no_primary_family
latin worship,17,gospel_spiritual,0.45,fallback,untrusted_fallback
many names,17,,0.0,,no_primary_family
many singles,17,,0.0,,no_primary_family
oyun havası,17,,0.0,,no_primary_family
portugal,17,,0.0,,no_primary_family
pretzelbodylogic,17,,0.0,,no_primary_family
prince revolution,17,,0.0,,no_primary_family
quebec indie,17,,0.0,,no_primary_family
robin,17,,0.0,,no_primary_family
rock nacional brasileiro,17,rock,0.45,fallback,untrusted_fallback
royalty free,17,,0.0,,no_primary_family
russia,17,,0.0,,no_primary_family
script-deva,17,,0.0,,no_primary_family
sea shanties,17,,0.0,,no_primary_family
soprano,17,,0.0,,no_primary_family
speedcore,17,,0.0,,no_primary_family
the police,17,,0.0,,no_primary_family
trondersk musikk,17,,0.0,,no_primary_family
wonky,17,,0.0,,no_primary_family
acoustic opm,16,world_asian,0.45,fallback,untrusted_fallback
added for google code-in 2016,16,,0.0,,no_primary_family
aria,16,,0.0,,no_primary_family
atif,16,,0.0,,no_primary_family
atif aslam,16,,0.0,,no_primary_family
baroque music,16,classical,0.45,fallback,untrusted_fallback
best of,16,,0.0,,no_primary_family
black americana,16,country_folk,0.45,fallback,untrusted_fallback
broadway,16,,0.0,,no_primary_family
cabaret,16,,0.0,,no_primary_family
chanson quebecois,16,,0.0,,no_primary_family
chilean indie,16,,0.0,,no_primary_family
christian bluegrass,16,country_folk,0.45,fallback,untrusted_fallback
christian edm,16,electronic,0.45,fallback,untrusted_fallback
classic schlager,16,,0.0,,no_primary_family
cruise,16,,0.0,,no_primary_family
deejay,16,,0.0,,no_primary_family
doorie,16,,0.0,,no_primary_family
eau claire indie,16,,0.0,,no_primary_family
ectofolk,16,country_folk,0.45,fallback,untrusted_fallback
el paso indie,16,,0.0,,no_primary_family
electro-industrial,16,electronic,0.45,fallback,untrusted_fallback
epa dunk,16,,0.0,,no_primary_family
ethereal,16,,0.0,,no_primary_family
forro tradicional,16,brazilian,0.45,fallback,untrusted_fallback
greek swing,16,jazz_blues,0.45,fallback,untrusted_fallback
idol solo,16,pop,0.45,fallback,untrusted_fallback
indie triste,16,,0.0,,no_primary_family
j-punk,16,rock,0.45,fallback,untrusted_fallback
jal pari,16,,0.0,,no_primary_family
kings college,16,,0.0,,no_primary_family
lithuanian dance-pop,16,pop,0.45,fallback,untrusted_fallback
lithuanian post-punk,16,rock,0.45,fallback,untrusted_fallback
malaysia,16,,0.0,,no_primary_family
menuhin,16,,0.0,,no_primary_family
mexican ska,16,,0.0,,no_primary_family
motorik,16,,0.0,,no_primary_family
musica santomense,16,,0.0,,no_primary_family
opera seria,16,classical,0.45,fallback,untrusted_fallback
oxford indie,16,,0.0,,no_primary_family
raspe,16,,0.0,,no_primary_family
serenity,16,,0.0,,no_primary_family
son jarocho,16,,0.0,,no_primary_family
stoner doom,16,metal,0.45,fallback,untrusted_fallback
the lost prophecy,16,,0.0,,no_primary_family
ukrainian post-punk,16,middle_eastern,0.45,fallback,untrusted_fallback
utrecht,16,,0.0,,no_primary_family
variete,16,,0.0,,no_primary_family
vocals,16,,0.0,,no_primary_family
wir sind helden,16,,0.0,,no_primary_family
ye-ye,16,,0.0,,no_primary_family
yg,16,,0.0,,no_primary_family
zouglou,16,,0.0,,no_primary_family
#trapstar,15,hip_hop,0.45,fallback,untrusted_fallback
algeria,15,,0.0,,no_primary_family
auckland indie,15,,0.0,,no_primary_family
bass music,15,,0.0,,no_primary_family
bbb,15,,0.0,,no_primary_family
bedroom soul,15,rnb_soul,0.45,fallback,untrusted_fallback
british orchestra,15,,0.0,,no_primary_family
caribbean,15,,0.0,,no_primary_family
chicago bop,15,,0.0,,no_primary_family
chilean hardcore,15,metal,0.45,fallback,untrusted_fallback
classical folk,15,classical,0.45,fallback,untrusted_fallback
death by plane crash,15,,0.0,,no_primary_family
domestic abuser,15,,0.0,,no_primary_family
early music,15,,0.0,,no_primary_family
eclectic prog,15,,0.0,,no_primary_family
finland,15,,0.0,,no_primary_family
french indietronica,15,electronic,0.45,fallback,untrusted_fallback
german voice actor,15,,0.0,,no_primary_family
hamburg electronic,15,electronic,0.45,fallback,untrusted_fallback
hard bass,15,,0.0,,no_primary_family
indie extremena,15,,0.0,,no_primary_family
minimal wave,15,,0.0,,no_primary_family
neo-classical,15,classical,0.45,fallback,untrusted_fallback
ontario indie,15,,0.0,,no_primary_family
pixie,15,,0.0,,no_primary_family
pop catracho,15,pop,0.45,fallback,untrusted_fallback
post-minimalism,15,,0.0,,no_primary_family
progressive soul,15,rnb_soul,0.45,fallback,untrusted_fallback
romanian band,15,,0.0,,no_primary_family
russian ska,15,,0.0,,no_primary_family
sigilkore,15,,0.0,,no_primary_family
symphony orchestra,15,,0.0,,no_primary_family
technical,15,,0.0,,no_primary_family
todo-works,15,,0.0,,no_primary_family
trumpet,15,,0.0,,no_primary_family
turkish psych,15,,0.0,,no_primary_family
ukrainian edm,15,electronic,0.45,fallback,untrusted_fallback
#kingkiba,14,,0.0,,no_primary_family
1st gen k-pop,14,pop,0.45,fallback,untrusted_fallback
2 tone,14,,0.0,,no_primary_family
ambient americana,14,country_folk,0.45,fallback,untrusted_fallback
aygun kazimova,14,,0.0,,no_primary_family
aygun kazımova,14,,0.0,,no_primary_family
azerbaijani pop singer,14,pop,0.45,fallback,untrusted_fallback
azeri singer,14,,0.0,,no_primary_family
bandung indie,14,,0.0,,no_primary_family
blue eyed soul,14,rnb_soul,0.45,fallback,untrusted_fallback
crank wave,14,,0.0,,no_primary_family
dainuojamoji poezija,14,,0.0,,no_primary_family
death by bleeding ulcer,14,,0.0,,no_primary_family
deep talent show,14,,0.0,,no_primary_family
diva,14,,0.0,,no_primary_family
dutch americana,14,country_folk,0.45,fallback,untrusted_fallback
egyptian,14,,0.0,,no_primary_family
folclor andino,14,,0.0,,no_primary_family
george gershwin,14,,0.0,,no_primary_family
had feet,14,,0.0,,no_primary_family
kreisais krasts,14,,0.0,,no_primary_family
laid back,14,,0.0,,no_primary_family
lies,14,,0.0,,no_primary_family
lithuanian contemporary r & b,14,,0.0,,no_primary_family
major,14,,0.0,,no_primary_family
midnight,14,,0.0,,no_primary_family
miles davis,14,,0.0,,no_primary_family
musica tradicional cubana,14,,0.0,,no_primary_family
native american music,14,,0.0,,no_primary_family
new orleans r & b,14,,0.0,,no_primary_family
philippines,14,,0.0,,no_primary_family
poets,14,,0.0,,no_primary_family
portuguese,14,,0.0,,no_primary_family
power soca,14,caribbean,0.45,fallback,untrusted_fallback
psy-trance,14,trance,0.45,fallback,untrusted_fallback
quantum sound,14,,0.0,,no_primary_family
renaissance,14,,0.0,,no_primary_family
rock alternativo espanol,14,rock,0.45,fallback,untrusted_fallback
rock andaluz,14,rock,0.45,fallback,untrusted_fallback
rockstar4000,14,rock,0.45,fallback,untrusted_fallback
rogaland musikk,14,,0.0,,no_primary_family
ska chileno,14,,0.0,,no_primary_family
sony music,14,,0.0,,no_primary_family
sony music africa,14,,0.0,,no_primary_family
space ambient,14,electronic,0.45,fallback,untrusted_fallback
stay awake,14,,0.0,,no_primary_family
strange,14,,0.0,,no_primary_family
techno kayo,14,techno,0.45,fallback,untrusted_fallback
the netherlands,14,,0.0,,no_primary_family
trumpeter,14,,0.0,,no_primary_family
violinist,14,,0.0,,no_primary_family
zxc,14,,0.0,,no_primary_family
2020s hong kong debut,13,,0.0,,no_primary_family
acoustic cover,13,,0.0,,no_primary_family
adele,13,,0.0,,no_primary_family
afrorave,13,,0.0,,no_primary_family
aternative dance,13,,0.0,,no_primary_family
baltic folk,13,country_folk,0.45,fallback,untrusted_fallback
barnsagor,13,,0.0,,no_primary_family
blues-pop,13,jazz_blues,0.45,fallback,untrusted_fallback
brasil,13,,0.0,,no_primary_family
bristol,13,,0.0,,no_primary_family
contemporary worship,13,gospel_spiritual,0.45,fallback,untrusted_fallback
defacing,13,,0.0,,no_primary_family
euro-trance,13,trance,0.45,fallback,untrusted_fallback
festigal,13,,0.0,,no_primary_family
folklore chileno,13,country_folk,0.45,fallback,untrusted_fallback
footwork,13,,0.0,,no_primary_family
former musician,13,,0.0,,no_primary_family
french synthpop,13,pop,0.45,fallback,untrusted_fallback
get dumb,13,,0.0,,no_primary_family
gold,13,,0.0,,no_primary_family
hardwave,13,,0.0,,no_primary_family
indian folk,13,country_folk,0.45,fallback,untrusted_fallback
indie game soundtrack,13,soundtrack_stage,0.45,fallback,untrusted_fallback
irlandais,13,,0.0,,no_primary_family
irlande,13,,0.0,,no_primary_family
japanese vgm,13,soundtrack_stage,0.45,fallback,untrusted_fallback
kizzy,13,,0.0,,no_primary_family
kizzy mchugh,13,,0.0,,no_primary_family
krushclub,13,,0.0,,no_primary_family
latvian folk,13,country_folk,0.45,fallback,untrusted_fallback
lgbtqia+,13,,0.0,,no_primary_family
midwest emo,13,rock,0.45,fallback,untrusted_fallback
musica nicaraguense,13,,0.0,,no_primary_family
musica tlaxcalteca,13,,0.0,,no_primary_family
musical comedy,13,soundtrack_stage,0.45,fallback,untrusted_fallback
ndw,13,,0.0,,no_primary_family
neue neue deutsche welle,13,,0.0,,no_primary_family
nz christian,13,gospel_spiritual,0.45,fallback,untrusted_fallback
perth indie,13,,0.0,,no_primary_family
politician,13,,0.0,,no_primary_family
pop rock brasileiro,13,pop,0.45,fallback,untrusted_fallback
quebec,13,,0.0,,no_primary_family
rap lyonnais,13,hip_hop,0.45,fallback,untrusted_fallback
rock argentino,13,rock,0.45,fallback,untrusted_fallback
roger waters,13,,0.0,,no_primary_family
rolling stones,13,,0.0,,no_primary_family
scottish singer-songwriter,13,country_folk,0.45,fallback,untrusted_fallback
seconds,13,,0.0,,no_primary_family
senegalese,13,,0.0,,no_primary_family
south american,13,,0.0,,no_primary_family
space,13,,0.0,,no_primary_family
surreal,13,,0.0,,no_primary_family
sxsw,13,,0.0,,no_primary_family
texan,13,,0.0,,no_primary_family
tiktok,13,,0.0,,no_primary_family
top 5,13,,0.0,,no_primary_family
twelve-tone,13,,0.0,,no_primary_family
uk metalcore,13,metal,0.45,fallback,untrusted_fallback
zolo,13,,0.0,,no_primary_family
16-bit,12,,0.0,,no_primary_family
activists,12,,0.0,,no_primary_family
ai,12,,0.0,,no_primary_family
alternative singer,12,,0.0,,no_primary_family
androgynous vocals,12,,0.0,,no_primary_family
austrian indie,12,,0.0,,no_primary_family
balkan beats,12,,0.0,,no_primary_family
beautiful,12,,0.0,,no_primary_family
belgian,12,,0.0,,no_primary_family
biggest,12,,0.0,,no_primary_family
bounce,12,,0.0,,no_primary_family
breaks,12,,0.0,,no_primary_family
c81,12,,0.0,,no_primary_family
checkme recordings,12,,0.0,,no_primary_family
confetti,12,,0.0,,no_primary_family
contemporary african,12,,0.0,,no_primary_family
country folk,12,country_folk,0.45,fallback,untrusted_fallback
cuban,12,,0.0,,no_primary_family
dancefloor drum and bass,12,bass_music,0.45,fallback,untrusted_fallback
danish singer-songwriter,12,country_folk,0.45,fallback,untrusted_fallback
dark folk,12,country_folk,0.45,fallback,untrusted_fallback
death by automobile,12,,0.0,,no_primary_family
deep german indie,12,,0.0,,no_primary_family
digital fusion,12,,0.0,,no_primary_family
discofox,12,,0.0,,no_primary_family
dna,12,,0.0,,no_primary_family
dunedin sound,12,,0.0,,no_primary_family
electonic,12,,0.0,,no_primary_family
electric folk,12,country_folk,0.45,fallback,untrusted_fallback
electropowerpop,12,electronic,0.45,fallback,untrusted_fallback
estonian folk,12,country_folk,0.45,fallback,untrusted_fallback
feminists,12,,0.0,,no_primary_family
fiction,12,,0.0,,no_primary_family
funky,12,,0.0,,no_primary_family
gary moore,12,,0.0,,no_primary_family
get weird,12,,0.0,,no_primary_family
girl band,12,,0.0,,no_primary_family
girl-group,12,,0.0,,no_primary_family
glory days,12,,0.0,,no_primary_family
god,12,,0.0,,no_primary_family
hopebeat,12,,0.0,,no_primary_family
in the mood,12,,0.0,,no_primary_family
jade thirlwall,12,,0.0,,no_primary_family
jahseh onfroy,12,,0.0,,no_primary_family
jamaica,12,,0.0,,no_primary_family
jazztronica,12,jazz_blues,0.45,fallback,untrusted_fallback
jesy nelson,12,,0.0,,no_primary_family
kind,12,,0.0,,no_primary_family
kindest,12,,0.0,,no_primary_family
kweens,12,,0.0,,no_primary_family
latmiya,12,,0.0,,no_primary_family
leigh-anne pinnock,12,,0.0,,no_primary_family
lm5,12,,0.0,,no_primary_family
love u sonu,12,,0.0,,no_primary_family
musica andina,12,,0.0,,no_primary_family
my blue heaven,12,,0.0,,no_primary_family
new beat,12,,0.0,,no_primary_family
new york shit,12,,0.0,,no_primary_family
no beat,12,,0.0,,no_primary_family
novelists,12,,0.0,,no_primary_family
palindrome,12,,0.0,,no_primary_family
perreo,12,,0.0,,no_primary_family
perrie edwards,12,,0.0,,no_primary_family
poete,12,,0.0,,no_primary_family
pop quebecoise,12,pop,0.45,fallback,untrusted_fallback
puro corazon,12,,0.0,,no_primary_family
queens,12,,0.0,,no_primary_family
rca,12,,0.0,,no_primary_family
richest,12,,0.0,,no_primary_family
rock alternativo brasileiro,12,rock,0.45,fallback,untrusted_fallback
russian edm,12,electronic,0.45,fallback,untrusted_fallback
salute,12,,0.0,,no_primary_family
science fiction,12,,0.0,,no_primary_family
semba,12,,0.0,,no_primary_family
sequencer & tracker,12,,0.0,,no_primary_family
snoop dogg,12,,0.0,,no_primary_family
sonu nigam,12,,0.0,,no_primary_family
spanish new wave,12,rock,0.45,fallback,untrusted_fallback
standard group,12,,0.0,,no_primary_family
supporter,12,,0.0,,no_primary_family
sweet bands,12,,0.0,,no_primary_family
tallava,12,,0.0,,no_primary_family
tipico,12,,0.0,,no_primary_family
triphop,12,,0.0,,no_primary_family
uk street soul,12,rnb_soul,0.45,fallback,untrusted_fallback
ukrainian psychedelic,12,middle_eastern,0.45,fallback,untrusted_fallback
video game developer,12,,0.0,,no_primary_family
wu-tang,12,,0.0,,no_primary_family
xxxtentacion,12,,0.0,,no_primary_family
zydeco,12,,0.0,,no_primary_family
27 club,11,,0.0,,no_primary_family
8-bit,11,,0.0,,no_primary_family
adoracao,11,,0.0,,no_primary_family
alternative reggaeton,11,caribbean,0.45,fallback,untrusted_fallback
australian indigenous music,11,,0.0,,no_primary_family
canadian indigenous music,11,,0.0,,no_primary_family
cha-cha-cha,11,,0.0,,no_primary_family
chinese minyao,11,,0.0,,no_primary_family
christian folk,11,country_folk,0.45,fallback,untrusted_fallback
coldwave,11,,0.0,,no_primary_family
comedy music,11,,0.0,,no_primary_family
concepcion indie,11,,0.0,,no_primary_family
crossover thrash,11,,0.0,,no_primary_family
cuban rumba,11,,0.0,,no_primary_family
death by breast cancer,11,,0.0,,no_primary_family
disc jockeys,11,,0.0,,no_primary_family
elektronische musik,11,,0.0,,no_primary_family
elephant 6,11,,0.0,,no_primary_family
exprimental,11,,0.0,,no_primary_family
factory records,11,,0.0,,no_primary_family
flute sonata,11,,0.0,,no_primary_family
folk-fuzz,11,country_folk,0.45,fallback,untrusted_fallback
furry,11,,0.0,,no_primary_family
ghanaian alternative,11,,0.0,,no_primary_family
ghent indie,11,,0.0,,no_primary_family
glasgow indie,11,,0.0,,no_primary_family
grave wave,11,,0.0,,no_primary_family
great songs,11,,0.0,,no_primary_family
i grandi concerti,11,,0.0,,no_primary_family
korean singer-songwriter,11,country_folk,0.45,fallback,untrusted_fallback
l olimpiade,11,,0.0,,no_primary_family
manguebeat,11,,0.0,,no_primary_family
minimalist,11,,0.0,,no_primary_family
modern country,11,country_folk,0.45,fallback,untrusted_fallback
modern j-rock,11,rock,0.45,fallback,untrusted_fallback
morna,11,,0.0,,no_primary_family
naxos piano trios,11,,0.0,,no_primary_family
nepalese,11,,0.0,,no_primary_family
norway,11,,0.0,,no_primary_family
orlado furioso,11,,0.0,,no_primary_family
orlando furioso spinosi,11,,0.0,,no_primary_family
poet,11,,0.0,,no_primary_family
rabindra sangeet,11,,0.0,,no_primary_family
rap underground argentino,11,hip_hop,0.45,fallback,untrusted_fallback
reggae catala,11,caribbean,0.45,fallback,untrusted_fallback
space music,11,,0.0,,no_primary_family
spanish synthpop,11,pop,0.45,fallback,untrusted_fallback
string quartet,11,,0.0,,no_primary_family
tanbi kei,11,,0.0,,no_primary_family
two-tone,11,,0.0,,no_primary_family
vancouver indie,11,,0.0,,no_primary_family
weirdcore,11,,0.0,,no_primary_family
wiener akademie,11,,0.0,,no_primary_family
4ad,10,,0.0,,no_primary_family
american string quartet,10,,0.0,,no_primary_family
australian country,10,country_folk,0.45,fallback,untrusted_fallback
australian indie folk,10,country_folk,0.45,fallback,untrusted_fallback
australian r & b,10,,0.0,,no_primary_family
baggy,10,,0.0,,no_primary_family
belgian singer-songwriter,10,country_folk,0.45,fallback,untrusted_fallback
bhojiwood,10,,0.0,,no_primary_family
brega romantico,10,brazilian,0.45,fallback,untrusted_fallback
brony,10,,0.0,,no_primary_family
canadian celtic,10,,0.0,,no_primary_family
canadian contemporary country,10,country_folk,0.45,fallback,untrusted_fallback
celtic fusion,10,,0.0,,no_primary_family
cologne,10,,0.0,,no_primary_family
congolese rumba,10,,0.0,,no_primary_family
crunk & b,10,,0.0,,no_primary_family
crunkcore,10,,0.0,,no_primary_family
dallas,10,,0.0,,no_primary_family
death by overdose,10,,0.0,,no_primary_family
deep neofolk,10,country_folk,0.45,fallback,untrusted_fallback
dixieland,10,,0.0,,no_primary_family
folclor colombiano,10,,0.0,,no_primary_family
folclore,10,,0.0,,no_primary_family
greek hip-hop,10,,0.0,,no_primary_family
hong kong actor,10,,0.0,,no_primary_family
idol group,10,pop,0.45,fallback,untrusted_fallback
idol kayo,10,pop,0.45,fallback,untrusted_fallback
incomplete remix,10,,0.0,,no_primary_family
instrumentalists,10,,0.0,,no_primary_family
introspective,10,,0.0,,no_primary_family
jamaican ska,10,,0.0,,no_primary_family
jawaiian,10,,0.0,,no_primary_family
john mayer,10,,0.0,,no_primary_family
lagu sabahan,10,,0.0,,no_primary_family
latin american classical music,10,classical,0.45,fallback,untrusted_fallback
mali,10,,0.0,,no_primary_family
middle east,10,,0.0,,no_primary_family
monterrey indie,10,,0.0,,no_primary_family
musica canaria,10,,0.0,,no_primary_family
naat,10,,0.0,,no_primary_family
newgrass,10,,0.0,,no_primary_family
night and day,10,,0.0,,no_primary_family
paul barnes,10,,0.0,,no_primary_family
plugg francais,10,,0.0,,no_primary_family
proto-hyperpop,10,pop,0.45,fallback,untrusted_fallback
scandinave,10,,0.0,,no_primary_family
scandinavia,10,,0.0,,no_primary_family
scandinavie,10,,0.0,,no_primary_family
sentimento,10,,0.0,,no_primary_family
serrieno-banda,10,regional_mexican,0.45,fallback,untrusted_fallback
shibuya-kei,10,,0.0,,no_primary_family
south african r & b,10,,0.0,,no_primary_family
speed up brasileiro,10,,0.0,,no_primary_family
trap shaabi,10,hip_hop,0.45,fallback,untrusted_fallback
tropical alternativo,10,latin_tropical,0.45,fallback,untrusted_fallback
turkish edm,10,electronic,0.45,fallback,untrusted_fallback
uppsala indie,10,,0.0,,no_primary_family
wafuu kei,10,,0.0,,no_primary_family
yo no me doy por vencido,10,,0.0,,no_primary_family
1980s hong kong debut,9,,0.0,,no_primary_family
adult contemporary r & b,9,pop,0.45,fallback,untrusted_fallback
aromani,9,,0.0,,no_primary_family
asimakmal,9,,0.0,,no_primary_family
auteur-compositeur-interprete quebecois,9,,0.0,,no_primary_family
bilder,9,,0.0,,no_primary_family
birmingham indie,9,,0.0,,no_primary_family
brasileiro,9,,0.0,,no_primary_family
cananda,9,,0.0,,no_primary_family
chicago soul,9,rnb_soul,0.45,fallback,untrusted_fallback
chutney,9,,0.0,,no_primary_family
classic bollywood,9,world_asian,0.45,fallback,untrusted_fallback
classic disco polo,9,,0.0,,no_primary_family
classic opm,9,world_asian,0.45,fallback,untrusted_fallback
classic soundtrack,9,soundtrack_stage,0.45,fallback,untrusted_fallback
dark electro,9,electronic,0.45,fallback,untrusted_fallback
death by kidney failure,9,,0.0,,no_primary_family
deathrock,9,rock,0.45,fallback,untrusted_fallback
deutsch,9,,0.0,,no_primary_family
dominican indie,9,,0.0,,no_primary_family
early romantic era,9,,0.0,,no_primary_family
electropunk,9,electronic,0.45,fallback,untrusted_fallback
enka,9,,0.0,,no_primary_family
eurovision song contest,9,,0.0,,no_primary_family
filipino,9,,0.0,,no_primary_family
fremantle indie,9,,0.0,,no_primary_family
game soundtrack,9,soundtrack_stage,0.45,fallback,untrusted_fallback
garage music,9,bass_music,0.45,fallback,untrusted_fallback
german soundtrack,9,soundtrack_stage,0.45,fallback,untrusted_fallback
glitchcore,9,,0.0,,no_primary_family
guitariste,9,,0.0,,no_primary_family
heavy prog,9,,0.0,,no_primary_family
hit squad,9,,0.0,,no_primary_family
italian soundtrack,9,soundtrack_stage,0.45,fallback,untrusted_fallback
jojo,9,,0.0,,no_primary_family
klubowe,9,,0.0,,no_primary_family
mandarin,9,,0.0,,no_primary_family
mbalax,9,,0.0,,no_primary_family
mr. big,9,,0.0,,no_primary_family
musica costarricense,9,,0.0,,no_primary_family
nantes indie,9,,0.0,,no_primary_family
neofolk,9,country_folk,0.45,fallback,untrusted_fallback
nintendocore,9,,0.0,,no_primary_family
nohay,9,,0.0,,no_primary_family
parody,9,,0.0,,no_primary_family
percussionist,9,,0.0,,no_primary_family
polish composer,9,,0.0,,no_primary_family
pop teen brasileiro,9,pop,0.45,fallback,untrusted_fallback
progressive metalcore,9,metal,0.45,fallback,untrusted_fallback
rap congolais,9,hip_hop,0.45,fallback,untrusted_fallback
rap portuense,9,hip_hop,0.45,fallback,untrusted_fallback
rebetiko,9,,0.0,,no_primary_family
rock chapin,9,rock,0.45,fallback,untrusted_fallback
rock nacional,9,rock,0.45,fallback,untrusted_fallback
scenecore,9,,0.0,,no_primary_family
seattle indie,9,,0.0,,no_primary_family
september,9,,0.0,,no_primary_family
shit,9,,0.0,,no_primary_family
sido,9,,0.0,,no_primary_family
sludge,9,,0.0,,no_primary_family
sri lankan,9,,0.0,,no_primary_family
suede,9,,0.0,,no_primary_family
suedois,9,,0.0,,no_primary_family
sweet,9,,0.0,,no_primary_family
today is your birthday,9,,0.0,,no_primary_family
turin indie,9,,0.0,,no_primary_family
turkish instrumental,9,,0.0,,no_primary_family
ultimate,9,,0.0,,no_primary_family
vegan,9,,0.0,,no_primary_family
womens music,9,,0.0,,no_primary_family
10 cd,8,,0.0,,no_primary_family
42 dugg,8,,0.0,,no_primary_family
aberdeen,8,,0.0,,no_primary_family
aggressive phonk,8,hip_hop,0.45,fallback,untrusted_fallback
alternative-rock,8,rock,0.45,fallback,untrusted_fallback
arabesque,8,middle_eastern,0.45,fallback,untrusted_fallback
aslı,8,,0.0,,no_primary_family
baritone,8,,0.0,,no_primary_family
beholder,8,,0.0,,no_primary_family
black lantern music,8,,0.0,,no_primary_family
border reiver,8,,0.0,,no_primary_family
box set,8,,0.0,,no_primary_family
burmese,8,,0.0,,no_primary_family
cellist,8,,0.0,,no_primary_family
children s,8,,0.0,,no_primary_family
childrenofdos,8,,0.0,,no_primary_family
chinese audiophile,8,,0.0,,no_primary_family
church music,8,,0.0,,no_primary_family
classic hardstyle,8,,0.0,,no_primary_family
coladeira,8,,0.0,,no_primary_family
complex,8,,0.0,,no_primary_family
country yodeling,8,country_folk,0.45,fallback,untrusted_fallback
coupe-decale,8,,0.0,,no_primary_family
da,8,,0.0,,no_primary_family
dalarna indie,8,,0.0,,no_primary_family
dangdut remix,8,,0.0,,no_primary_family
dark disco,8,,0.0,,no_primary_family
death by throat cancer,8,,0.0,,no_primary_family
do not split,8,,0.0,,no_primary_family
dutch r & b,8,,0.0,,no_primary_family
electro shaabi,8,electronic,0.45,fallback,untrusted_fallback
estonian,8,,0.0,,no_primary_family
euphoric hardstyle,8,,0.0,,no_primary_family
eurobeat,8,,0.0,,no_primary_family
fado de coimbra,8,,0.0,,no_primary_family
file,8,,0.0,,no_primary_family
filmi sangeet,8,world_asian,0.45,fallback,untrusted_fallback
finnish new wave,8,rock,0.45,fallback,untrusted_fallback
finnish soul,8,rnb_soul,0.45,fallback,untrusted_fallback
flemish folk,8,country_folk,0.45,fallback,untrusted_fallback
fuck ali project,8,,0.0,,no_primary_family
g)i-dle,8,,0.0,,no_primary_family
german metalcore,8,metal,0.45,fallback,untrusted_fallback
gidle,8,,0.0,,no_primary_family
gothic lolita,8,,0.0,,no_primary_family
greek folk,8,country_folk,0.45,fallback,untrusted_fallback
groovy,8,,0.0,,no_primary_family
gym hardstyle,8,,0.0,,no_primary_family
halftime,8,,0.0,,no_primary_family
hard dance,8,,0.0,,no_primary_family
hard rock brasileiro,8,rock,0.45,fallback,untrusted_fallback
i-dle,8,,0.0,,no_primary_family
idle,8,,0.0,,no_primary_family
irish post-punk,8,rock,0.45,fallback,untrusted_fallback
jalsat,8,,0.0,,no_primary_family
jazz trio,8,jazz_blues,0.45,fallback,untrusted_fallback
k,8,,0.0,,no_primary_family
katmandu,8,,0.0,,no_primary_family
kda,8,,0.0,,no_primary_family
komponist,8,,0.0,,no_primary_family
korean talent show,8,,0.0,,no_primary_family
lil pump,8,,0.0,,no_primary_family
limerick,8,,0.0,,no_primary_family
lithuanian electro,8,electronic,0.45,fallback,untrusted_fallback
midtempo bass,8,,0.0,,no_primary_family
monumentally stupid band names,8,,0.0,,no_primary_family
musica andina chilena,8,,0.0,,no_primary_family
musica classica,8,,0.0,,no_primary_family
